ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo,es_canje
2018_05469,6279.0,7597.59,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,RES 617-E/2016,jun-18,no
2018_05470,6279.0,7597.59,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15791,AYL S.R.L.,FM 100.7,Santa Fe,RES 617-E/2016,jun-18,no
2018_05471,1260.0,1260.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15150,ENTRETENIMIENTO & MEDIOS SRL,FM FISHERTON CNN 89.5,Santa Fe,RES 617-E/2016,jun-18,no
2018_05473,4200.0,5082.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11396,TELEVISION LITORAL S.A.,AM 1230 LT 2,Santa Fe,RES 617-E/2016,jun-18,no
2018_05475,5775.0,6987.75,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11396,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,RES 617-E/2016,jun-18,no
2018_05476,3150.0,3150.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,17033,ASOC.MUTUAL MAGIST. DE STA.FE ,FM  96.3 RADIO EME,Santa Fe,RES 617-E/2016,jun-18,no
2018_05483,5250.0,5250.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 RIO GALLEGOS,Santa Cruz,RES 617-E/2016,jun-18,no
2018_05484,4095.0,4954.95,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 97.3 DEL PLATA,Santa Cruz,RES 617-E/2016,jun-18,no
2018_05442,923.74,1117.73,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,18453,MADOERY DIEGO,FM 94.1 RADIO UNO,Formosa,RES 617-E/2016,jun-18,no
2018_05443,923.74,1117.73,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,18453,MADOERY DIEGO,RADIO UNO,Formosa,RES 617-E/2016,jun-18,no
2018_05444,2667.0,3227.07,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,12813,PRODUCCIONES Y PROGRAMAS S.A. ,AM 990,Formosa,RES 617-E/2016,jun-18,no
2018_05485,3150.0,3150.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,16575,FAZZARI SILVANA LORENA,FM 100.3 LA ISLA,Tierra del Fuego,RES 617-E/2016,jun-18,no
2018_05486,3132.36,3790.16,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 103.5 FRIA,Tierra del Fuego,RES 617-E/2016,jun-18,no
2018_05487,5118.12,6192.93,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 99.5 DEL PLATA,Tierra del Fuego,RES 617-E/2016,jun-18,no
2018_05448,6287.4,7607.75,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 97.1 POP,Rio Negro,RES 617-E/2016,jun-18,no
2018_05449,7643.16,9248.22,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 88.5 RADIO 10,Rio Negro,RES 617-E/2016,jun-18,no
2018_05460,564827.0,683440.67,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,DA 448-09,jun-18,no
2018_05461,215625.0,260906.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Cable,15515,SENTIDOS S.A.,C5N,Capital Federal,DA 448-09,jun-18,no
2018_05451,7108.92,8601.79,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 103.9 AQUA,Rio Negro,RES 617-E/2016,jun-18,no
2018_05452,2677.5,3239.78,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM LA RED 91.7,Neuquen,RES 617-E/2016,jun-18,no
2018_05453,3240.72,3921.27,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 92.5 LIBERTAD,Rio Negro,RES 617-E/2016,jun-18,no
2018_05454,4644.36,5619.68,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 102.9 VALE,Rio Negro,RES 617-E/2016,jun-18,no
2018_05455,4644.36,5619.68,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 102.9 ONE,Rio Negro,RES 617-E/2016,jun-18,no
2018_05456,5319.72,6436.86,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 101.5 POP,Rio Negro,RES 617-E/2016,jun-18,no
2018_05457,5009.76,6061.81,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 101.3 TOP,Rio Negro,RES 617-E/2016,jun-18,no
2018_05458,8190.0,9909.9,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 103.1 RADIO 6,Rio Negro,RES 617-E/2016,jun-18,no
2018_05459,4382.28,5302.56,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 96.5 RADIO CONTINENTAL,Rio Negro,RES 617-E/2016,jun-18,no
2018_05441,28014.0,33896.94,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11293,RADIODIFUSORA SALTA S.A.      ,AM 840 LV 9 RADIO SALTA,Salta,RES 617-E/2016,jun-18,no
2018_05437,2352.0,2845.92,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,18848,MILONE ANTONIO FABIAN         ,FM 91.3 RADIO LA BOMBA,San Luis,RES 617-E/2016,jun-18,no
2018_05438,53103.75,64255.54,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 13,Santa Fe,DA 448-09,jun-18,no
2018_05439,17028.0,20603.88,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,13713,BUENA ONDA TELEVIS. COLOR SRL ,CANAL 12,Chubut,DA 448-09,jun-18,no
2018_05440,44375.5,53694.36,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 7,Chubut,DA 448-09,jun-18,no
2018_05462,24745.0,29941.45,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Cable,11182,AMERICA TV S.A.,A24,Capital Federal,DTO 852-14,jun-18,si
2018_05463,23270.4,28157.18,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,DTO 852-14,jun-18,si
2018_05464,855400.0,1035034.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11182,AMERICA TV S.A.,AMERICA TV,Capital Federal,DTO 852-14,jun-18,si
2018_05406,9636.0,11659.56,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,17280,GRUPO PROVINCIA S.A.,CANAL 13,La Rioja,DTO 852-14,jun-18,si
2018_05415,136178.25,164775.68,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 9,Chaco,DA 448-09,jun-18,no
2018_05418,48552.0,58747.92,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,18112,COMUNICACION LIBRE S.R.L.     ,MISIONES CUATRO,Misiones,DA 448-09,jun-18,no
2018_05419,34720.0,42011.2,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,13623,J.G. REPRESENTACIONES S.A.    ,CANAL 6,Misiones,DA 448-09,jun-18,no
2018_05435,34240.0,41430.4,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Buenos Aires,DTO 852-14,jun-18,si
2018_05421,49600.0,60016.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,18317,INVERSORA CORPORATIVA S.A.,COOPE TV CANAL 36,Mendoza,DA 448-09,jun-18,no
2018_05422,90768.0,109829.28,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,14983,CABLE TELEVISORA COLOR S.A.,CTC,Mendoza,DA 448-09,jun-18,no
2018_05427,19110.0,23123.1,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,13065,TV MUSIC HOUSE JUJUY S.R.L.,CANAL 4,Jujuy,DA 448-09,jun-18,no
2018_05429,92060.0,111392.6,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11398,RADIO VISION JUJUY S.A.,CANAL 7 JUJUY,Jujuy,DA 448-09,jun-18,no
2018_05407,31016.94,37530.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11282,IMPERIO TELEVISION S.A.,CANAL 13,Córdoba,DTO 852-14,jun-18,si
2018_05408,350788.2,424453.72,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11038,SRT SERV R Y TV UNIV N CDBA SA,CANAL 10,Córdoba,DTO 852-14,jun-18,si
2018_05433,243767.9,294959.16,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11313,RIO PARANA TV S.R.L.          ,CANAL 13,Corrientes,DA 448-09,jun-18,no
2018_05436,25687.98,31082.46,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,18565,HUINCA CABLE VISION S.A.      ,CANAL 9,La Pampa,DA 448-09,jun-18,no
2018_05411,33277.84,40266.19,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,18482,SAN FRANCISCO CABLE COLOR S.A.,CANAL 10,San Luis,DA 448-09,jun-18,no
2018_05412,50592.0,61216.32,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,13623,J.G. REPRESENTACIONES S.A.    ,CANAL 13,San Luis,DA 448-09,jun-18,no
2018_05425,146120.0,176805.2,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 10,Tucuman,DA 448-09,jun-18,no
2018_05434,60463.0,73160.23,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 6,Rio Negro,DA 448-09,jun-18,no
2018_05417,71710.0,86769.1,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,16643,BARROS ALDO,CANAL 5,Catamarca,DA 448-09,jun-18,no
2018_05416,26040.0,31508.4,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,15230,VISUAL S.R.L.,CANAL 4,Córdoba,DA 448-09,jun-18,no
2018_05413,40572.0,49092.12,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,14266,AGUERO SILVIA MONICA          ,CANAL 9,Salta,DA 448-09,jun-18,no
2018_05396,2142.0,2591.82,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13623,J.G. REPRESENTACIONES S.A.    ,AM 1400 RADIO CUMBRE,Neuquen,RES 617-E/2016,jun-18,no
2018_05397,945.0,1143.45,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,17208,ASIA LAURA INES               ,FM 93.5 BRISAS,Neuquen,RES 617-E/2016,jun-18,no
2018_05398,7255.08,8778.65,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 102.5 RADIO 10,Neuquen,RES 617-E/2016,jun-18,no
2018_05399,2100.0,2100.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,16274,RADIOS DEL VALLE S.R.L.,AM 550 LA PRIMERA,Neuquen,RES 617-E/2016,jun-18,no
2018_05400,12075.0,14610.75,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11090,RADIOINTEGRACION S.A.,AM 600 LU5,Neuquen,RES 617-E/2016,jun-18,no
2018_05401,1680.0,1680.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,16291,SANZ CLAUDIO MARCELO,FM 107.9 LASER,Neuquen,RES 617-E/2016,jun-18,no
2018_05402,2352.0,2845.92,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,FM 93.7 LA RED,Neuquen,RES 617-E/2016,jun-18,no
2018_05404,6930.0,6930.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13311,COMUNICACIONES DEL SUR S.A.,FM 102.5 RADIO ONE (EX TKM),Neuquen,RES 617-E/2016,jun-18,no
2018_05409,10280.0,10280.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,13940,TV FUEGO S.A.,TV FUEGO,Tierra del Fuego,DA 448-09,jun-18,no
2018_05410,37696.0,37696.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,16575,FAZZARI SILVANA LORENA,CANAL 13,Tierra del Fuego,DA 448-09,jun-18,no
2018_05393,61550.0,74475.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11396,TELEVISION LITORAL S.A.,CANAL 3,Santa Fe,DA 448-09,jun-18,no
2018_05394,53176.0,64342.96,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 5 ROSARIO,Santa Fe,DA 448-09,jun-18,no
2018_05390,353200.0,427372.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11184,CUYO TELEVISION S.A.,CANAL 9 TELEVIDA,Mendoza,DA 448-09,jun-18,no
2018_05391,140463.18,169960.45,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,15672,UNOMEDIOS S.A.,CANAL 7,Mendoza,DA 448-09,jun-18,no
2018_05377,8700.0,8917.5,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Grafica,18175,PROMOMARCA S.R.L.,REVISTA COSTA URBANA,Capital Federal,DTO 852-14,jun-18,si
2018_05378,6000.0,6150.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Grafica,17133,PUBLICITARIA DEL SUR S.A.,REVISTA ALZAS Y BAJAS,Capital Federal,DTO 852-14,jun-18,si
2018_05379,7600.0,7790.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Grafica,18339,EDITORIAL INFORCAMPO S.A.,REVISTA INFORTAMBO,Buenos Aires,DTO 852-14,jun-18,si
2018_05389,310000.0,375100.0,Presidencia de la Nacion,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,14831,COMUNICACIONES AUDITADAS S.A.,FORMATO MEDIO,Buenos Aires,DA 448-09,jun-18,no
2018_03721,15000.0,15000.0,Banco de la Nacion Argentina,Campaña Plazo Fijo - Bna,Radio,17033,ASOC.MUTUAL MAGIST. DE STA.FE ,FM  96.3 RADIO EME,Santa Fe,DA 562-10 B,may-18,no
2018_05371,2731.05,3304.57,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PANORAMA,Santiago del Estero,RES 617-E/2016,jun-18,no
2018_05372,1110.09,1343.21,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11295,RADIODIF. SGO DEL ESTERO SACeI,AM 890 LV11 EMISORA SGO. DEL ESTERO,Santiago del Estero,RES 617-E/2016,jun-18,no
2018_05373,2121.0,2566.41,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,RES 617-E/2016,jun-18,no
2018_05262,5808.0,7027.68,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Tv,18377,MEDIA KIT S.A.                ,CANAL 13,San Juan,RES 617-E/2016,jun-18,no
2018_05255,57070.53,69055.34,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Tv,15672,UNOMEDIOS S.A.,CANAL 7,Mendoza,RES 617-E/2016,jun-18,no
2018_05405,50400.0,50400.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Cable,13071,ARZOBISPADO DE BUENOS AIRES,CANAL  ORBE 21,Capital Federal,DA 448-09,jun-18,no
2018_05385,6380.1,7050.01,Banco de la Nacion Argentina,Aviso Legal,Grafica,11265,EL LITORAL S.R.L.             ,EL LITORAL,Santa Fe,DA 562-10 B,jun-18,no
2018_05382,253000.0,306130.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,16237,COOP.DE TRAB.VOZ E I.DEL SUR L,PANTALLAS LED,Capital Federal,DA 448-09,jun-18,no
2018_05423,123312.0,126394.8,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DA 562-10,jun-18,no
2018_05424,54704.23,66192.12,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 562-10,jun-18,no
2018_05430,38604.96,46712.0,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,14135,SELENE PUBLICIDAD S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,jun-18,no
2018_05381,271479.0,328489.59,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 12 CORDOBA,Capital Federal,DA 448-09,jun-18,no
2018_05306,371085.0,449012.85,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 12 CORDOBA,Capital Federal,RES 617-E/2016,jun-18,no
2018_05387,14739.0,17834.19,Banco de la Nacion Argentina,Aviso Legal,Grafica,11063,EDITORIAL RIO NEGRO S.A.      ,RIO NEGRO,Capital Federal,DA 562-10 B,jun-18,no
2018_05431,8702.64,8920.21,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 562-10,jun-18,no
2018_05432,31987.2,38704.51,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 562-10,jun-18,no
2018_05522,22108.5,24429.89,Cent.- Ente Nac.Reg. de Electr,Aviso Legal,Grafica,11184,CUYO TELEVISION S.A.,EL SOL,Capital Federal,DA 448-09,jun-18,no
2018_05477,4474.8,4586.67,Ministerio de Transporte,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,jun-18,si
2018_05392,357000.0,431970.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,13662,PC PUBLICIDAD S.A.,SOPORTE TACTICO,Capital Federal,DA 448-09,jun-18,no
2018_05367,13040.0,13040.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,13940,TV FUEGO S.A.,TV FUEGO,Capital Federal,DA 448-09,jun-18,no
2018_05368,12388.0,12388.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,16575,FAZZARI SILVANA LORENA,CANAL 13,Capital Federal,DA 448-09,jun-18,no
2018_05369,22620.0,27370.2,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 7,Chubut,DA 448-09,jun-18,no
2018_05370,6678.0,8080.38,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,13713,BUENA ONDA TELEVIS. COLOR SRL ,CANAL 12,Chubut,DA 448-09,jun-18,no
2018_05317,16135.0,19523.35,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,15230,VISUAL S.R.L.,CANAL 4,Córdoba,DA 448-09,jun-18,no
2018_05337,6520.0,6520.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,16274,RADIOS DEL VALLE S.R.L.,CANAL 247,Neuquen,DA 448-09,jun-18,no
2018_05318,33667.2,40737.31,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,18565,HUINCA CABLE VISION S.A.      ,CANAL 9,La Pampa,DA 448-09,jun-18,no
2018_05319,10266.8,12422.83,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,16263,BIASOTTI ROBERTO LUIS         ,CANAL 2 SOMOS NOTICIAS,La Pampa,DA 448-09,jun-18,no
2018_05341,32005.0,38726.05,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,16643,BARROS ALDO,CANAL 5,Catamarca,DA 562-10,jun-18,no
2018_05320,28847.0,34904.87,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 6,Rio Negro,DA 448-09,jun-18,no
2018_05316,71252.1,86215.04,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11082,C.A.S. TV S.A.,CANAL 7,Santiago del Estero,DA 448-09,jun-18,no
2018_05314,29965.0,36257.65,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,13065,TV MUSIC HOUSE JUJUY S.R.L.,CANAL 4,Jujuy,DA 448-09,jun-18,no
2018_05315,7574.11,9164.67,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,16920,NORTELEVISA S.A.,CANAL 2,Jujuy,DA 448-09,jun-18,no
2018_05383,9987.84,11036.56,Banco de la Nacion Argentina,Aviso Legal,Grafica,13999,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE NEUQUEN,Neuquen,DA 562-10 B,jun-18,no
2018_05388,9987.84,11036.56,Banco de la Nacion Argentina,Aviso Legal,Grafica,13999,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE NEUQUEN,Neuquen,DA 562-10 B,jun-18,no
2018_05376,289571.2,350381.15,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,jun-18,no
2018_05313,152130.0,184077.3,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,14664,FEDERAL COMUNICACIONES S.A.,CANAL 11,Entre Rios,DA 448-09,jun-18,no
2018_05342,55777.0,67490.17,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8 TUCUMAN,Tucuman,DA 448-09,jun-18,no
2018_05343,61191.0,74041.11,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 10,Tucuman,DA 448-09,jun-18,no
2018_05363,34178.06,41355.45,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,18482,SAN FRANCISCO CABLE COLOR S.A.,CANAL 10,San Luis,DA 448-09,jun-18,no
2018_05365,92200.0,111562.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,18317,INVERSORA CORPORATIVA S.A.,COOPE TV CANAL 36,Mendoza,DA 448-09,jun-18,no
2018_05366,84363.0,102079.23,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,14983,CABLE TELEVISORA COLOR S.A.,CTC,Mendoza,DA 448-09,jun-18,no
2018_05361,63618.0,76977.78,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,14266,AGUERO SILVIA MONICA          ,CANAL 9,Salta,DA 448-09,jun-18,no
2018_05362,44433.75,53764.84,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 11,Salta,DA 448-09,jun-18,no
2018_05386,4913.0,5428.87,Banco de la Nacion Argentina,Aviso Legal,Grafica,11184,CUYO TELEVISION S.A.,EL SOL,Mendoza,DA 562-10 B,jun-18,no
2018_05304,46023.26,55688.14,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11282,IMPERIO TELEVISION S.A.,CANAL 13,Córdoba,DTO 852-14,jun-18,si
2018_05305,171861.5,207952.42,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,11038,SRT SERV R Y TV UNIV N CDBA SA,CANAL 10,Córdoba,DTO 852-14,jun-18,si
2018_05374,54704.23,66192.12,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 562-10,jun-18,no
