ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo,es_canje
2018_00900,76560.0,92637.6,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11398,RADIO VISION JUJUY S.A.,AM 630 LW8,Jujuy,DA 448-09,feb-18,no
2018_00958,35520.0,42979.2,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,RADIO LATINA FM 101.3,Jujuy,DA 448-09,feb-18,no
2018_00957,24990.0,24990.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Tv,13071,ARZOBISPADO DE BUENOS AIRES,CANAL  ORBE 21,Capital Federal,DA 448-09,feb-18,no
2018_00954,59940.0,72527.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 101.3 CAPITAL,Santiago del Estero,DA 448-09,feb-18,no
2018_00955,57942.0,70109.82,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 99.3 MERIDIANO,Santiago del Estero,DA 448-09,feb-18,no
2018_00956,23940.0,28967.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,16643,BARROS ALDO,FM 102.5 VISION,Catamarca,DA 448-09,feb-18,no
2018_00953,46980.0,56845.8,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 95.3 LA MAJA,Córdoba,DA 448-09,feb-18,no
2018_00952,54704.23,66192.12,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 562-10,feb-18,no
2018_00938,90860.0,109940.6,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,DA 448-09,feb-18,no
2018_00939,90860.0,109940.6,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,15791,AYL S.R.L.,FM 100.7,Santa Fe,DA 448-09,feb-18,no
2018_00940,40277.52,40277.52,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18096,FUNDACION RAFAELA XXI,AM 1470 LT 28 RADIO RAFAELA,Santa Fe,DA 448-09,feb-18,no
2018_00941,99000.0,119790.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11396,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,DA 448-09,feb-18,no
2018_00942,80040.0,80040.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,15855,DIAZ DE LEZANA EDMUNDO LUIS,FM 88.7 RADIO FAHRENHEIT,Santa Fe,DA 448-09,feb-18,no
2018_00943,162978.84,197204.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11396,TELEVISION LITORAL S.A.,AM 1230 LT 2,Santa Fe,DA 448-09,feb-18,no
2018_00945,34439.98,41672.38,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13902,MEDIAMAX S.A.,FM 94.1 ONDA HORIZONTE,Santa Fe,DA 448-09,feb-18,no
2018_00946,37125.8,44922.22,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 92.5 LASER,Santa Fe,DA 448-09,feb-18,no
2018_00948,32190.0,38949.9,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 92.3 LA RED,Tucuman,DA 448-09,feb-18,no
2018_00949,28860.0,34920.6,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 95.5 LA 100,Tucuman,DA 448-09,feb-18,no
2018_00950,27898.0,27898.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,15869,SIGLO XXI S.R.L.,FM 102.3,Tucuman,DA 448-09,feb-18,no
2018_00951,46970.28,56834.04,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13902,MEDIAMAX S.A.,FM 95.1 SENSACIONES,Tucuman,DA 448-09,feb-18,no
2018_00947,20512.8,20512.8,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,16575,FAZZARI SILVANA LORENA,FM 100.3 LA ISLA,Tierra del Fuego,DA 448-09,feb-18,no
2018_00934,28034.4,28034.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,16886,ARIAS GUSTAVO JOSE CELESTINO,FM 89.7 Radio Show,La Pampa,DA 448-09,feb-18,no
2018_00933,28811.66,34862.11,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PANORAMA,Santiago del Estero,DA 448-09,feb-18,no
2018_00928,13843.44,16750.56,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14781,MAP LEADING S.R.L.,FM RADIO BANGKOK 103.5,Santa Cruz,DA 448-09,feb-18,no
2018_00929,30192.0,30192.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,12092,KALMUS LEOPOLDO JORGE,FM 97.5 Tiempo,Santa Cruz,DA 448-09,feb-18,no
2018_00926,27608.0,27608.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14265,MATUS ASON FRANCISCO JAVIER   ,FM 92.1 CIELO,Salta,DA 448-09,feb-18,no
2018_00927,36075.0,36075.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18560,SATURNO S.R.L.                ,FM ARIES 91.1,Salta,DA 448-09,feb-18,no
2018_00930,32669.64,39530.26,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 97.3 LIGHT,San Juan,DA 448-09,feb-18,no
2018_00931,31395.6,37988.68,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,AM 1020,San Juan,DA 448-09,feb-18,no
2018_00932,32780.7,39664.65,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13671,ANDINA S.A.,FM 101.1 RADIO DEL SUR,San Juan,DA 448-09,feb-18,no
2018_00922,16704.0,20211.84,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11090,RADIOINTEGRACION S.A.,AM 600 LU5,Neuquen,DA 448-09,feb-18,no
2018_00923,4536.0,4536.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11593,RECORD S.R.L.,FM 98.5 MITRE,Neuquen,DA 448-09,feb-18,no
2018_00935,27260.0,32984.6,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,12516,LA COSTA S.R.L.,FM 105.5 RADIO NOTICIAS,Rio Negro,DA 448-09,feb-18,no
2018_00936,26622.0,32212.62,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11814,VOCACION S.R.L.,LU 15 RADIO VIEDMA 800,Rio Negro,DA 448-09,feb-18,no
2018_00937,33300.0,40293.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 98.5 RADIO SHOW,Rio Negro,DA 448-09,feb-18,no
2018_00924,70180.0,70180.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11527,PAMPA DIFUSORA S.R.L.,AM 980 LU 37 Radio Gral. Pico,La Pampa,DA 448-09,feb-18,no
2018_00925,29161.5,29161.5,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,16885,ARIAS RUBEN ALBERTO,FM 95.7 La  Red Pampeana,La Pampa,DA 448-09,feb-18,no
2018_00921,25920.0,25920.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,16931,PRODUCTORA UNO S.R.L.         ,FM 100.7 RADIO CIUDAD,San Luis,DA 448-09,feb-18,no
2018_00912,67280.0,67280.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18317,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,DA 448-09,feb-18,no
2018_00913,39271.8,47518.88,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11294,RADIO DE CUYO S.A.,AM 720 LV 10,Mendoza,DA 448-09,feb-18,no
2018_00914,69944.86,84633.28,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,15672,UNOMEDIOS S.A.,AM 680 LV6 RADIO NIHUIL,Mendoza,DA 448-09,feb-18,no
2018_00915,10685.78,12929.79,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18635,ZITRO PRODUCCIONES S.A.,FM 91.7 RADIO LIBERTAD,Mendoza,DA 448-09,feb-18,no
2018_00916,68040.0,82328.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14781,MAP LEADING S.R.L.,AM 580 - RADIO ANDINA,Mendoza,DA 448-09,feb-18,no
2018_00917,61965.0,74977.65,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11294,RADIO DE CUYO S.A.,FM 100.9,Mendoza,DA 448-09,feb-18,no
2018_00918,28200.0,34122.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,16252,GRUPO MC MEDIOS S.A.,FM 95.9 RADIO LIBERTAD,La Rioja,DA 448-09,feb-18,no
2018_00919,17400.0,21054.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM MONTECRISTO 96.9,La Rioja,DA 448-09,feb-18,no
2018_00920,27900.0,33759.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,17280,GRUPO PROVINCIA S.A.,FM 91.9 RADIO PROVINCIA,La Rioja,DA 448-09,feb-18,no
2018_00910,11340.0,13721.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14347,SASE S.A.,FM 99.9 REPUBLICA,Misiones,DA 448-09,feb-18,no
2018_00911,26778.6,32402.11,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11683,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,feb-18,no
2018_00907,1268820.0,1535272.2,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Tv,11182,AMERICA TV S.A.,AMERICA TV,Capital Federal,DA 448-09,feb-18,no
2018_00908,958847.5,1160205.48,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Tv,11160,TELEARTE S.A.,CANAL 9,Capital Federal,DA 448-09,feb-18,no
2018_00909,2683742.4,3247328.3,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 13,Capital Federal,DA 448-09,feb-18,no
2018_00901,23730.3,28713.66,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,15500,MEZA CARLOS HECTOR,FM 94.1 RADIO UNO,Formosa,DA 448-09,feb-18,no
2018_00902,18879.44,22844.12,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18453,MADOERY DIEGO,FM 94.1 RADIO UNO,Formosa,DA 448-09,feb-18,no
2018_00903,19530.46,23631.86,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18453,MADOERY DIEGO,RADIO UNO,Formosa,DA 448-09,feb-18,no
2018_00904,23940.0,28967.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM LRH 437 LA RADIO 104.5,Formosa,DA 448-09,feb-18,no
2018_00905,25752.0,31159.92,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,18701,VLU S.R.L.                    ,RADIO VLU 88.5,Formosa,DA 448-09,feb-18,no
2018_00899,34336.0,41546.56,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 88.1 RADIO CIUDAD,Jujuy,DA 448-09,feb-18,no
2018_00896,32340.0,39131.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14828,CARBONE MARIANO JOSE          ,AM 1520 - LT 38,Entre Rios,DA 448-09,feb-18,no
2018_00897,21674.6,21674.6,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14847,MAXIMA COMUNICACIONES SRL,FM 94.5 Máxima,Entre Rios,DA 448-09,feb-18,no
2018_00898,19440.0,23522.4,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM MITRE 92.1,Entre Rios,DA 448-09,feb-18,no
2018_00888,22800.0,27588.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 102.7 RADIO 21,Chaco,DA 448-09,feb-18,no
2018_00889,14326.92,14326.92,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7 LA RADIO,Chaco,DA 448-09,feb-18,no
2018_00891,25405.66,25405.66,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13192,RADIONOTICIAS SUDAMERICANA SA,FM 100.5 RADIO SUDAMERICANA,Corrientes,DA 448-09,feb-18,no
2018_00892,21750.0,26317.5,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11150,GOMEZ JORGE FELIX,AM 900 LT7 RADIO PROVINCIA,Corrientes,DA 448-09,feb-18,no
2018_00894,29596.24,29596.24,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11509,RADIO VISION S.R.L.,FM 99.5 Radiovisión,Chubut,DA 448-09,feb-18,no
2018_00895,36000.0,43560.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,13714,EGURZA OSVALDO,FM 98.3 LA MEJOR,Chubut,DA 448-09,feb-18,no
2018_00893,25920.0,31363.2,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14723,TARRES CARMEN BEATRIZ,FM NEXO,Córdoba,DA 448-09,feb-18,no
2018_00885,12470.92,12470.92,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,11039,RED ANCASTI S.R.L.,FM 98.5 ANCASTI,Catamarca,DA 448-09,feb-18,no
2018_00886,84915.0,84915.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Radio,14944,GOMEZ RAMON RICARDO,FM 104.1 VALLE VIEJO,Catamarca,DA 448-09,feb-18,no
2018_00883,34467.84,41706.09,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,14135,SELENE PUBLICIDAD S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,feb-18,no
2018_00884,289571.2,350381.15,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,feb-18,no
2018_00871,43972.2,53206.36,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,RES 617-E/2016,feb-18,no
2018_00880,57924.27,64006.32,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,15078,ALTA DENSIDAD S.R.L.          ,CRONICA,Capital Federal,DA 562-10,feb-18,no
2018_00878,73154.4,88516.82,Cent.- Ente Nac.Reg. de Electr,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00870,73154.4,88516.82,Cent.- Ente Nac.Reg. de Electr,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00874,35177.76,42565.09,Nacion Seguros S.A.,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 562-10,feb-18,no
2018_00879,54704.23,66192.12,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 562-10,feb-18,no
2018_00877,8702.64,8920.21,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 562-10,feb-18,no
2018_00875,15948.11,17622.66,Ministerio de Transporte,Aviso Legal,Grafica,11114,EDITORIAL SARMIENTO S.A.      ,CRONICA,Capital Federal,DTO 852-14,feb-18,si
2018_00868,109058.4,131960.66,Direccion Nacional de Vialidad,Aviso Legal,Grafica,14135,SELENE PUBLICIDAD S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 448-09,feb-18,no
2018_00869,25128.87,25757.09,Direccion Nacional de Vialidad,Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 448-09,feb-18,no
2018_00873,11966.13,12265.28,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,RES 617-E/2016,feb-18,no
2018_00876,21756.6,26325.49,Ministerio de Trabajo Empleo y Seguridad Social,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00861,294165.9,355940.74,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Buenos Aires,DA 448-09,feb-18,no
2018_00851,88475.0,107054.75,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Buenos Aires,DTO 852-14,feb-18,si
2018_00852,17257.64,20881.74,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,11018,RADIO LIBERTAD S.A.,FM 100.7 BLUE,Buenos Aires,DTO 852-14,feb-18,si
2018_00853,224094.22,271154.01,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Buenos Aires,DA 448-09,feb-18,no
2018_00854,50774.4,61437.02,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,18657,DIFUSORA BAIRES S.A.,FM 94.3 DISNEY,Buenos Aires,DA 448-09,feb-18,no
2018_00855,92148.84,111500.1,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,14209,FUNDACION OCTUBRE TRAB.DE EDIF,AM 750,Buenos Aires,DA 448-09,feb-18,no
2018_00856,116127.0,140513.67,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,11119,LS4 RADIO CONTINENTAL S.A.,AM 590 RADIO CONTINENTAL,Buenos Aires,DA 448-09,feb-18,no
2018_00857,121428.45,146928.42,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,11119,LS4 RADIO CONTINENTAL S.A.,40 PRINCIPALES,Buenos Aires,DA 448-09,feb-18,no
2018_00858,117504.0,142179.84,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Radio,16788,IMC RADIOS S.A.,FM 102.3 ASPEN,Buenos Aires,DA 448-09,feb-18,no
2018_00848,6526.98,6690.15,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,RES 617-E/2016,feb-18,no
2018_00849,38041.92,46030.72,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,11094,EDITORIAL DIARIO LA CAPITAL SA,LA CAPITAL,Santa Fe,RES 617-E/2016,feb-18,no
2018_00850,35177.76,42565.09,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,RES 617-E/2016,feb-18,no
2018_00847,11966.13,12265.28,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,RES 617-E/2016,feb-18,no
2018_00859,23100.0,27951.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Via Publica,11221,PUBLICIDAD SARMIENTO S.A.     ,FORMATO MEDIO,Mendoza,DTO 852-14,ene-18,si
2018_00862,6760.0,8179.6,Presidencia de la Nacion,Presidencia de la Nación - Haciendo Lo Que Hay Que Hacer 2018,Via Publica,11217,VIACART S.A.,SEXTUPLES,Capital Federal,DTO 852-14,ene-18,si
2018_00863,6760.0,8179.6,Presidencia de la Nacion,Presidencia de la Nación - Haciendo Lo Que Hay Que Hacer 2018,Via Publica,11217,VIACART S.A.,SEXTUPLES,Capital Federal,DTO 852-14,ene-18,si
2018_00867,651333.02,788112.95,Presidencia de la Nacion,Presidencia de la Nación - Haciendo Lo Que Hay Que Hacer 2018,Via Publica,11220,PUBLICAR S.A.,COLUMNA,Capital Federal,DTO 852-14,ene-18,si
2018_00860,122100.0,147741.0,Ministerio de Turismo,Verano 2018 -Ministerio de Turismo,Via Publica,11221,PUBLICIDAD SARMIENTO S.A.     ,PPL,Capital Federal,DTO 852-14,ene-18,si
2018_00846,60000.0,72600.0,Presidencia de la Nacion,Presidencia de la Nación - Haciendo Lo Que Hay Que Hacer 2018,Via Publica,15840,LATIN AMERICAN COMMUNICAT. S.A,VALLADO,Capital Federal,DA 448-09,ene-18,no
2018_00845,73154.4,88516.82,Cent.- Ente Nac.Reg. de Electr,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00844,43972.2,53206.36,Intercargo S.A.C.,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 562-10,feb-18,no
2018_00836,19951.2,24140.95,Cent-Sec.P/Tecnol.Cien.Y Innov,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00834,21264.14,23496.87,Ministerio de Transporte,Aviso Legal,Grafica,11114,EDITORIAL SARMIENTO S.A.      ,CRONICA,Capital Federal,DTO 852-14,feb-18,si
2018_00838,5983.07,6132.65,Policia Federal Argentina,Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 448-09,feb-18,no
2018_00839,41028.17,49644.09,Policia Federal Argentina,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 448-09,feb-18,no
2018_00835,43972.2,53206.36,Ministerio de Transporte,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 448-09,feb-18,no
2018_00840,7974.05,8811.33,Ministerio de Transporte,Aviso Legal,Grafica,11114,EDITORIAL SARMIENTO S.A.      ,CRONICA,Capital Federal,DTO 852-14,feb-18,si
2018_00841,8949.6,9173.34,Ministerio de Transporte,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,feb-18,si
2018_00842,123134.4,148992.62,Presidencia de la Nacion,Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,feb-18,no
2018_00843,28845.6,34903.18,Presidencia de la Nacion,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00833,289571.2,350381.15,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,feb-18,no
2018_00769,156000.0,188760.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,13891,PUBLICIDAD SUDMAR S.R.L.,SEXTUPLES,Santa Fe,DA 448-09,feb-18,no
2018_00830,13191.66,15961.91,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,RES 617-E/2016,feb-18,no
2018_00831,1950.75,1999.52,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,11061,LA ARENA S.A.                 ,LA ARENA,La Pampa,RES 617-E/2016,feb-18,no
2018_00829,81861.12,99051.96,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,14135,SELENE PUBLICIDAD S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,feb-18,no
2018_00826,53203.2,64375.87,Cent-Sec.P/Tecnol.Cien.Y Innov,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00825,9153.0,9381.83,Cent-Sec.P/Tecnol.Cien.Y Innov,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,feb-18,si
2018_00579,7974.05,8811.33,Ministerio de Transporte,Aviso Legal,Grafica,11114,EDITORIAL SARMIENTO S.A.      ,CRONICA,Capital Federal,DTO 852-14,feb-18,si
2018_00802,6645.04,7342.77,Ministerio de Transporte,Aviso Legal,Grafica,11114,EDITORIAL SARMIENTO S.A.      ,CRONICA,Capital Federal,DTO 852-14,feb-18,si
2018_00810,7974.05,8811.33,Ministerio de Transporte,Aviso Legal,Grafica,11114,EDITORIAL SARMIENTO S.A.      ,CRONICA,Capital Federal,DTO 852-14,feb-18,si
2018_00823,123312.0,126394.8,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DA 562-10,feb-18,no
2018_00819,34467.84,41706.09,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,14135,SELENE PUBLICIDAD S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,feb-18,no
2018_00822,60318.72,72985.65,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,14135,SELENE PUBLICIDAD S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,feb-18,no
2018_00824,8702.64,8920.21,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 562-10,feb-18,no
2018_00818,289571.2,350381.15,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,feb-18,no
2018_00812,20950.8,25350.47,Ministerio de Transporte,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,feb-18,no
2018_00688,71568.0,73357.2,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Grafica,11908,EDITORIAL LA AUTENTICA DEFENSA S.R.L.,LA AUTENTICA DEFENSA,Buenos Aires,DTO 852-14,feb-18,si
2018_00689,101184.0,101184.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Grafica,12008,IMAGEN PROVINCIAL S.R.L.,PROVINCIA 23,Tierra del Fuego,DTO 852-14,feb-18,si
