orden_publica,total,descripcion_anunciante,campania,rubro,nombre_o_denominacion_proveedor,medio,tipo_de_orden,periodo
2016_07140,2541.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Nueva Musica Producciones S.A.,ARGENTINISIMA SATELITAL,DA 448-09,2016-06-01
2016_08064,2570.22,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,Imperio Television S.A.,CANAL 13,DA 448-09,2016-06-01
2016_05459,2582.56,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Lv 7 Radio Tucuman S.A.,RADIO TUCUMAN LV7 AM Y FM,DA 448-09,2016-06-01
2016_06007,2584.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Uno Producciones S.R.L.,CANAL 13,DA 448-09,2016-06-01
2016_08356,2596.45,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,La 98 Lp de Saul O.Apolinaire,FM 100.3 LA REDONDA,DA 562-10,2016-06-01
2016_06271,2599.37,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Empresa Periodist. Grafis Srl,EL DIARIO,DA 448-09,2016-06-01
2016_08048,2604.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,Sanchez Antonio Hector Gustavo,CANAL 9,DA 448-09,2016-06-01
2016_05524,2604.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Grande Martin Federico,FM PROFESIONAL,DA 448-09,2016-06-01
2016_05550,2640.7,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Asistenza S.A.,FM 95.9,DA 448-09,2016-06-01
2016_08300,2662.2,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Radionoticias Sudamericana Sa,FM 100.5 RADIO SUDAMERICANA,DA 562-10,2016-06-01
2016_08295,2677.5,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,G y B S.R.L.,RADIO LIBERTAD,DA 562-10,2016-06-01
2016_07241,2696.63,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Ediam S.A.,EL DIARIO DEL FIN DEL MUNDO,DA 448-09,2016-06-01
2016_05210,2699.35,Administracion de Parques Nacionales,Legal Junio,Grafica,Impresora Chubutense S.A.,EL CHUBUT,DA 448-09,2016-06-01
2016_06610,2711.35,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Antaxus S.A.,CANAL 3,DA 448-09,2016-06-01
2016_06006,2711.35,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Antaxus S.A.,CANAL 3,DA 448-09,2016-06-01
2016_07941,2753.41,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,L'Investment S.A.,EL LITORAL,DA 448-09,2016-06-01
2016_07605,2764.33,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,G y B S.R.L.,RADIO LIBERTAD,DA 448-09,2016-06-01
2016_08135,2808.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Antena Ocho S.R.L.,FM 98.1 RADIO ANTENA 8,DA 448-09,2016-06-01
2016_05513,2809.83,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Voces S.A.,AM 830 LT8 RADIO ROSARIO,DA 448-09,2016-06-01
2016_07946,2814.24,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Gampp S.A.,FORMOSA EXPRES,DA 448-09,2016-06-01
2016_06768,2829.12,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Empresa Periodist. Grafis Srl,LA VOZ,DA 448-09,2016-06-01
2016_06764,2855.32,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Prensa Libre Ediciones S.R.L.,PRENSA LIBRE,DA 448-09,2016-06-01
2016_08460,2856.72,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Junio,Grafica,Esecom S.A.,EL ECONOMISTA,DA 562-10,2016-06-01
2016_05539,2869.52,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radio Vision Jujuy S.A.,AM 630 LW8,DA 448-09,2016-06-01
2016_07931,2870.52,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Vivescas S.R.L.,LA CALLE,DA 448-09,2016-06-01
2016_06057,2879.8,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Visual S.R.L.,CANAL 4,DA 448-09,2016-06-01
2016_05553,2888.27,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Colaneri Repres.Internac. S.A.,FM 103.7 - EXCLUSIVA,DA 448-09,2016-06-01
2016_07928,2910.18,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editora Correntina S.A.,EPOCA,DA 448-09,2016-06-01
2016_06117,2925.78,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Simphony Fm S.A.,FM 91.3 SIMPHONY,DA 448-09,2016-06-01
2016_06258,2944.13,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Editorial Jornada S.A.,JORNADA,DTO 852-14,2016-06-01
2016_06278,2953.67,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Diario el Tiempo S.A.,EL TIEMPO,DA 448-09,2016-06-01
2016_06582,3007.37,Banco de la Nacion Argentina,Auspicio Agroactiva Institucional - Bna,Radio,Lt 41 la Voz S.R.L.,AM 660 LT41 LA VOZ DEL SUR ENTRERRIANO,DA 562-10,2016-06-01
2016_06772,3011.04,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Pregon S.R.L.,EL DEBATE PREGON,DA 448-09,2016-06-01
2016_06773,3011.04,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Pregon S.R.L.,EL DEBATE PREGON,DA 448-09,2016-06-01
2016_05522,3012.99,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radiodifusora Salta S.A.,AM 840 LV 9 RADIO SALTA,DA 448-09,2016-06-01
2016_06576,3018.71,Banco de la Nacion Argentina,Auspicio Agroactiva Institucional - Bna,Radio,Empresa Periodist. Grafis Srl,FM 97.5,DA 562-10,2016-06-01
2016_06791,3029.86,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,El Censor S.R.L.,EL CENSOR,DA 448-09,2016-06-01
2016_08375,3085.5,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Map Leading S.R.L.,FM 105.1 DE LA MONTAÑA,DA 562-10,2016-06-01
2016_06376,3113.61,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Cuyo Television S.A.,EL SOL,DA 448-09,2016-06-01
2016_08385,3129.06,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Map Leading S.R.L.,AM 1120 - LV 5 SARMIENTO,DA 562-10,2016-06-01
2016_05534,3169.6,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Vorterix S.A.,FM VORTERIX 91.7,DA 448-09,2016-06-01
2016_05542,3169.6,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 790 RADIO NACIONAL,DA 448-09,2016-06-01
2016_06306,3180.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Grupo Diez S.R.L.,FM RADIO 10,DA 448-09,2016-06-01
2016_07996,3213.81,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Esecom S.A.,EL ECONOMISTA,DA 448-09,2016-06-01
2016_08033,3240.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Pampa Difusora S.R.L.,LU 37 AM 980 Radio Gral. Pico,DA 448-09,2016-06-01
2016_07897,3267.0,Banco de la Nacion Argentina,Campaña Creditos Para Autos - Banco de la Nacion Argentina,Radio,Radio y Television Argent. Se,AM 1260 LT 14 RADIO GENERAL URQUIZA,DA 562-10,2016-06-01
2016_08065,3303.3,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,Federal Comunicaciones S.A.,CANAL 11,DA 448-09,2016-06-01
2016_05529,3308.24,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radionoticias Sudamericana Sa,FM 100.5 RADIO SUDAMERICANA,DA 448-09,2016-06-01
2016_07646,3317.42,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Pivetta Pablo Andres,FM 88.1 RADIO LA RED,DA 448-09,2016-06-01
2016_08366,3327.5,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Lt 014 Radio Gral. Urquiza,AM 1260 LT 14 RADIO GENERAL URQUIZA,DA 562-10,2016-06-01
2016_08394,3332.34,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Empresa Periodist. Grafis Srl,AM LRJ241 DIMENSION 940,DA 562-10,2016-06-01
2016_08134,3332.34,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Lv 7 Radio Tucuman S.A.,RADIO TUCUMAN LV7 AM Y FM,DA 448-09,2016-06-01
2016_05555,3345.85,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radiodif. Sgo del Estero Sacei,AM 890 LV11 EMISORA SGO. DEL ESTERO,DA 448-09,2016-06-01
2016_05845,3345.85,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radiodif. Sgo del Estero Sacei,AM 890 LV11 EMISORA SGO. DEL ESTERO,DTO 852-14,2016-06-01
2016_07558,3359.0,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DTO 852-14,2016-06-01
2016_05528,3380.4,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Andina S.A.,FM 98.9 MEGA SAN JUAN,DA 448-09,2016-06-01
2016_06269,3399.18,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Pp & Gg S.R.L.,EL CIVISMO,DA 448-09,2016-06-01
2016_06114,3410.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Fernandez Diego Facundo,FM 89.5,DA 448-09,2016-06-01
2016_05540,3426.54,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Grupo Mc Medios S.A.,FM RADIO CITY,DA 448-09,2016-06-01
2016_05541,3426.54,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Grupo Mc Medios S.A.,RADIO FIESTA,DA 448-09,2016-06-01
2016_07608,3436.13,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Radiodifusora Charata S.A.,AM 800 LT43RADIO MOCOVI,DA 448-09,2016-06-01
2016_07450,3438.34,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Buena Onda Televis. Color Srl,CANAL 12,DA 448-09,2016-06-01
2016_08296,3450.0,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Bracone Roberto Orlando,AM 950,DA 562-10,2016-06-01
2016_05458,3495.07,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DA 448-09,2016-06-01
2016_06709,3496.9,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,J.G. Representaciones S.A.,CANAL 13,DA 448-09,2016-06-01
2016_07354,3531.26,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Estacion Marina S.A.,FM 101.9 ESTACION MARINA,DTO 852-14,2016-06-01
2016_07290,3532.95,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Editorial Jornada S.A.,JORNADA,DTO 852-14,2016-06-01
2016_07944,3533.79,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editorial Capayan S.A.,EL ANCASTI,DA 448-09,2016-06-01
2016_05228,3556.79,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Empresa Periodist. Grafis Srl,LA OPINION,DA 448-09,2016-06-01
2016_05520,3557.25,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Gomez Ramon Ricardo,VALLE VIEJO,DA 448-09,2016-06-01
2016_08334,3593.7,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Empresa Periodist. Grafis Srl,LV 26,DA 562-10,2016-06-01
2016_05839,3600.96,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,La Nueva Radio S.A.,FM 92.1 PLAZA,DTO 852-14,2016-06-01
2016_06118,3619.72,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Empresa Periodist. Grafis Srl,RADIO ELE,DA 448-09,2016-06-01
2016_05460,3627.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Antena Ocho S.R.L.,FM 98.1 RADIO ANTENA 8,DA 448-09,2016-06-01
2016_06871,3630.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Web,Gaceta Mercantil S.A.,GACETAMERCANTIL.COM,DTO 852-14,2016-06-01
2016_08396,3630.0,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Medios Andinos S.A.,AM 1320 / FM 104.5 - LV 24 RADIO MANANTIALES,DA 562-10,2016-06-01
2016_08370,3630.0,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Radio Mitre S.A.,FM 100.3 RADIO MITRE,DA 562-10,2016-06-01
2016_08395,3630.0,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Mediamax S.A.,FM DEL PLATA SATELITAL 93.7,DA 562-10,2016-06-01
2016_05997,3636.78,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,J.G. Representaciones S.A.,CANAL 7,DA 448-09,2016-06-01
2016_06121,3645.97,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Dak Grupo Creativo S.R.L.,FM 90.3 DELTA,DA 448-09,2016-06-01
2016_06119,3645.97,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Empresa Periodist. Grafis Srl,FM 88.7,DA 448-09,2016-06-01
2016_06581,3656.52,Banco de la Nacion Argentina,Auspicio Agroactiva Institucional - Bna,Radio,Melit S.A.,AM 980 LT39,DA 562-10,2016-06-01
2016_06564,3692.38,Banco de la Nacion Argentina,Auspicio Agroactiva Institucional - Bna,Radio,Lt35 Radio Mon Pergamino S.A,LT35 AM 1540 RADIO MON,DA 562-10,2016-06-01
2016_06600,3700.0,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Auspicios Institucionales - Ahorro del Agua / Aysa,Radio,Weise Mariana Valeria,AM 1030 RADIO DEL PLATA,DA 562-10,2016-06-01
2016_08103,3708.03,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Ondafe S.A.,AM 1150 LT9 BRIGADIER LOPEZ,DA 448-09,2016-06-01
2016_05545,3720.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radios del Comahue S.A.,AM 1000 LU 16 RADIO RIO NEGRO,DA 448-09,2016-06-01
2016_06272,3726.16,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Diarios Bonaerenses S.A.,LA OPINION,DA 448-09,2016-06-01
2016_06296,3759.21,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,El Norte Edit.y Periodist.S.A.,NORTE,DA 448-09,2016-06-01
2016_08374,3840.54,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Sentidos S.A.,FM LA RED 93.9,DA 562-10,2016-06-01
2016_07115,3842.74,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Diario el 9 de Julio S.A.,EL 9 DE JULIO,DA 448-09,2016-06-01
2016_07456,3872.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Praxis S.R.L.,EL ECO DE TANDIL TV CABLE,DA 448-09,2016-06-01
2016_07319,3874.99,Fundacion Banco de la Nac.Arg.,Difusion Salon de Pintura 2016 - Fundacion Banco Nacion,Grafica,Editorial el Dia S.R.L.,EL DIA,DA 562-10,2016-06-01
2016_08100,3887.73,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Radiodifusora Salta S.A.,AM 840 LV 9 RADIO SALTA,DA 448-09,2016-06-01
2016_07829,3914.35,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Grafica,Editorial Capayan S.A.,EL ANCASTI,DTO 852-14,2016-06-01
2016_06933,3920.4,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Antaxus S.A.,CANAL 3,DTO 852-14,2016-06-01
2016_08297,3932.5,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Radio y Television Argent. Se,LRA 26,DA 562-10,2016-06-01
2016_07639,3935.93,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Torres Ricardo Ignacio,FM 101.1 Integración,DA 448-09,2016-06-01
2016_07136,3940.14,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Madero Comunicacion S.A.,CABLEVISION OESTE,DA 448-09,2016-06-01
2016_05838,3961.06,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Cielo Platense S.R.L.,FM 103.5 CIELO,DTO 852-14,2016-06-01
2016_06075,3975.51,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Empresa Periodist. Grafis Srl,EL VECINAL,DA 448-09,2016-06-01
2016_06982,4009.82,Banco de la Nacion Argentina,Auspicio Agroactiva Institucional - Bna,Radio,Carbone Mariano Jose,RADIO GUALEGUAY,DA 562-10,2016-06-01
2016_07668,4029.3,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Barreiro Maximiliano Jose,FM RIO,DA 448-09,2016-06-01
2016_06405,4060.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Balian Eduardo Nestor,NUEVA EPOCA,DTO 852-14,2016-06-01
2016_06646,4064.63,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,J.G. Representaciones S.A.,CANAL 7,DA 448-09,2016-06-01
2016_07223,4073.76,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Pregon S.R.L.,EL DEBATE PREGON,DA 448-09,2016-06-01
2016_07663,4082.11,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Meza Carlos Hector,FM 94.1 RADIO UNO,DA 448-09,2016-06-01
2016_06622,4088.84,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Madero Comunicacion S.A.,CABLEVISION OESTE,DA 448-09,2016-06-01
2016_07160,4104.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Uno Producciones S.R.L.,CANAL 13,DA 448-09,2016-06-01
2016_05983,4118.77,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Producciones y Programas S.A.,AM 990,DTO 852-14,2016-06-01
2016_05840,4126.1,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Patagonia Net S.A.,FM 96.9 TRELEW NOTICIAS,DTO 852-14,2016-06-01
2016_06102,4138.5,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Emisoras Radiales S.C.,AM 1550 LT32 RADIO CHIVILCOY,DA 448-09,2016-06-01
2016_07121,4161.6,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Moreno Luis Vicente,EL MUNDO DEL NUEVO DISTRITO,DA 448-09,2016-06-01
2016_08319,4174.5,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Map Leading S.R.L.,FM CRISTAL 107.9,DA 562-10,2016-06-01
2016_07936,4193.66,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,La Arena S.A.,LA ARENA,DA 448-09,2016-06-01
2016_07942,4209.61,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editorial Chaco S.A.,NORTE,DA 448-09,2016-06-01
2016_06715,4260.44,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Diario la Nueva Provincia Srl,LA NUEVA,DA 448-09,2016-06-01
2016_08072,4268.88,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,Junin Tv S.A.,CANAL 10,DA 448-09,2016-06-01
2016_08345,4282.37,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Grafica,Editorial Jornada S.A.,JORNADA,DA 562-10,2016-06-01
2016_08298,4310.63,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Gomez Jorge Felix,AM 900 LT7 RADIO PROVINCIA,DA 562-10,2016-06-01
2016_05544,4332.41,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Grupo Mc Medios S.A.,AM 640 LU18 RADIO DEL VALLE,DA 448-09,2016-06-01
2016_06757,4345.76,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Pache Sur S.A.,LA PRENSA,DA 448-09,2016-06-01
2016_06687,4356.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Praxis S.R.L.,EL ECO DE TANDIL TV CABLE,DA 448-09,2016-06-01
2016_08034,4356.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Trab.Emis.Pampeana Coop.Ltda.,AM 890 LU 33 Emisora Pampeana,DA 448-09,2016-06-01
2016_05526,4363.26,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 810 MITRE,DA 448-09,2016-06-01
2016_07610,4392.64,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Ideas de Radio S.R.L.,RADIO DOS - CORRIENTES,DA 448-09,2016-06-01
2016_07335,4398.94,Ministerio de Transporte,Legales Junio 2016,Grafica,L'Investment S.A.,EL LITORAL,DA 448-09,2016-06-01
2016_07222,4445.99,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Empresa Periodist. Grafis Srl,PRIMERA HORA,DA 448-09,2016-06-01
2016_07607,4491.32,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Sanchez Gladys Alicia,FM 104.7,DA 448-09,2016-06-01
2016_05548,4501.2,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Trab.Emis.Pampeana Coop.Ltda.,AM 890 LU 33 Emisora Pampeana,DA 448-09,2016-06-01
2016_06769,4511.05,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Diario el 9 de Julio S.A.,EL 9 DE JULIO,DA 448-09,2016-06-01
2016_08167,4560.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Tv y Fm las Brisas S.R.L.,FM 98.5 RADIO BRISAS,DA 448-09,2016-06-01
2016_06273,4598.89,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,La Razon de Chivilcoy S.A.,LA RAZON,DA 448-09,2016-06-01
2016_06630,4650.88,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Imperio Television S.A.,CANAL 13,DA 448-09,2016-06-01
2016_08315,4658.5,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Bonita S.R.L.,FM 97.3 RADIO BOING,DA 562-10,2016-06-01
2016_08106,4665.28,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Chl S.A.,AM 680,DA 448-09,2016-06-01
2016_07074,4700.0,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Auspicios Institucionales - Ahorro del Agua / Aysa,Radio,Sverdlick Laura Miriam,AM 1220 ECO MEDIOS - CADENA ECO,DA 562-10,2016-06-01
2016_07054,4700.0,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Auspicios Institucionales - Ahorro del Agua / Aysa,Radio,Fontoira Hollmann Luis Pedro,AM 770 RADIO COOPERATIVA,DA 562-10,2016-06-01
2016_07061,4700.0,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Auspicios Institucionales - Ahorro del Agua / Aysa,Radio,Alonso Fernando Luis,FM PALERMO,DA 562-10,2016-06-01
2016_07420,4791.6,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,J.G. Representaciones S.A.,CANAL 9 MIRATE,DA 448-09,2016-06-01
2016_06761,4817.97,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Ediam S.A.,EL DIARIO DEL FIN DEL MUNDO,DA 448-09,2016-06-01
2016_07267,4826.81,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 448-09,2016-06-01
2016_07554,4826.81,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 448-09,2016-06-01
2016_06110,4827.54,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Empresa Periodist. Grafis Srl,FM 93.3 LA 93,DA 448-09,2016-06-01
2016_05531,4876.3,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Gomez Jorge Felix,AM 900 LT7 RADIO PROVINCIA,DA 448-09,2016-06-01
