orden_publica,total,descripcion_anunciante,campania,rubro,nombre_o_denominacion_proveedor,medio,tipo_de_orden,periodo
2016_04881,777546.0,Presidencia de la Nacion,Tarifa Social - Presidencia de la Nacion,Cable,Stadium Enterprises S.A.,FOX SPORTS,DA 448-09,2016-05-01
2016_04335,781357.5,Presidencia de la Nacion,Tarifa Social - Presidencia de la Nacion,Cable,Stadium Enterprises S.A.,FOX SPORTS,DA 448-09,2016-05-01
2016_05214,792792.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Estrellas Satelital S.A.,CRONICA TV,DTO 852-14,2016-05-01
2016_04322,803402.64,Cent.- M. E. Sec. O.S.P. Comun,Campaña Indec - Ministerio de Economia,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-05-01
2016_05654,811120.35,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Radiodifusora del Centro S.A.,CADENA 3 ARGENTINA PLAZA CADENA,DA 448-09,2016-05-01
2016_04890,841563.95,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-05-01
2016_05559,846915.01,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Votionis S.A.,AM 710 RADIO 10,DA 448-09,2016-05-01
2016_04990,867741.34,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Dh Com S.A.,FM 101.5 POP RADIO,DA 448-09,2016-05-01
2016_00018,877986.89,Banco de la Nacion Argentina,Institucional / Tarjetas - B.N.A. ( Apsa Media ),Via Publica,Via Shopping S.A.,ACCIONES PUBLICITARIAS - VARIAS,DA 562-10,2016-05-01
2016_05564,935610.01,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Dh Com S.A.,FM 101.5 POP RADIO,DA 448-09,2016-05-01
2016_07366,1026334.1,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Via Publica,Latin American Communicat. S.A,CARTELES,DA 448-09,2016-05-01
2016_04986,1034769.42,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 790 RADIO MITRE,DA 448-09,2016-05-01
2016_05423,1048624.72,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Telearte S.A.,CANAL 9,DA 448-09,2016-05-01
2016_05248,1136916.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Estrellas Satelital S.A.,CRONICA TV,DTO 852-14,2016-05-01
2016_04701,1155211.2,Presidencia de la Nacion,Tarifa Social - Presidencia de la Nacion,Tv,Arte Radiotelevisivo Argentino S.A.,CANAL 13,DA 448-09,2016-05-01
2016_04202,1198905.12,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-05-01
2016_04291,1209968.03,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Telecentro S.A.,TELEMAX,DTO 852-14,2016-05-01
2016_04434,1260759.98,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legales Mayo,Grafica,Arte Grafico Editorial Arg. Sa,CLARIN,DA 562-10,2016-05-01
2016_04393,1260759.98,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legales Mayo,Grafica,Arte Grafico Editorial Arg. Sa,CLARIN,DA 562-10,2016-05-01
2016_05044,1320715.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-05-01
2016_05043,1361903.4,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Telearte S.A.,CANAL 9,DA 448-09,2016-05-01
2016_05560,1576230.32,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 790 RADIO MITRE,DA 448-09,2016-05-01
2016_05444,1605111.91,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Redes Sociales,Google Argentina S.R.L.,WWW.GOOGLE.COM.AR,DA 448-09,2016-05-01
2016_05422,1674611.93,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Television Federal S.A.,CANAL 11 TELEFE,DA 448-09,2016-05-01
2016_04889,1710601.2,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-05-01
2016_05424,1860350.8,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,America Tv S.A.,AMERICA TV,DA 448-09,2016-05-01
2016_04888,1905193.4,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Arte Grafico Editorial Arg. Sa,CLARIN,DA 448-09,2016-05-01
2016_05891,1916930.4,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,America Tv S.A.,AMERICA TV,DA 448-09,2016-05-01
2016_05890,3563382.24,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Television Federal S.A.,CANAL 11 TELEFE,DA 448-09,2016-05-01
2016_05327,3630000.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cine,Filmsuez S.A.,CINE SEMANAS,DA 448-09,2016-05-01
2016_05425,3708079.85,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Arte Radiotelevisivo Argentino S.A.,CANAL 13,DA 448-09,2016-05-01
2016_05046,3860964.8,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,America Tv S.A.,AMERICA TV,DA 448-09,2016-05-01
2016_05045,4049607.67,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Television Federal S.A.,CANAL 11 TELEFE,DA 448-09,2016-05-01
2016_06954,5445000.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Redes Sociales,Global Mind S.A.,WWW.FACEBOOK.COM,DA 448-09,2016-05-01
2016_05047,6307305.04,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Arte Radiotelevisivo Argentino S.A.,CANAL 13,DA 448-09,2016-05-01
2016_08091,196.02,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Sentidos S.A.,FM DEL SOL 91.9,DA 448-09,2016-06-01
2016_07815,291.69,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Buffelli y Actis S.A.,LA OPINION,DA 448-09,2016-06-01
2016_07998,322.88,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Diario la Union S.A.,LA UNION,DA 448-09,2016-06-01
2016_08055,372.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Flores Cesar Augusto,FM 107.9 GENESIS,DA 448-09,2016-06-01
2016_08310,385.79,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,El Diario S.R.L.,EL DIARIO,DA 448-09,2016-06-01
2016_07266,423.43,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Empresa Periodist. Grafis Srl,EL CIVISMO,DA 448-09,2016-06-01
2016_08054,504.9,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,G y B S.R.L.,RADIO LIBERTAD,DA 448-09,2016-06-01
2016_07745,533.21,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,La Razon de Chivilcoy S.A.,LA RAZON,DA 448-09,2016-06-01
2016_08141,536.5,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Cuyo Television S.A.,EL SOL,DA 448-09,2016-06-01
2016_07528,536.5,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Cuyo Television S.A.,EL SOL,DA 448-09,2016-06-01
2016_08138,575.03,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Diarios Bonaerenses S.A.,LA VOZ DEL PUEBLO,DA 448-09,2016-06-01
2016_07746,621.03,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Empresa Periodist. Grafis Srl,LA CAMPANA,DA 448-09,2016-06-01
2016_07933,627.72,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Pache Sur S.A.,LA PRENSA,DA 448-09,2016-06-01
2016_07938,695.57,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Diario la Union S.A.,LA UNION,DA 448-09,2016-06-01
2016_08169,704.22,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Sentidos S.A.,FM 100.1,DA 448-09,2016-06-01
2016_08148,756.85,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,La Opinion Austral S.A.,LA OPINION AUSTRAL,DA 448-09,2016-06-01
2016_07211,806.31,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Diario la Verdad Arz.Mer-Lujan,LA VERDAD,DA 448-09,2016-06-01
2016_08384,816.75,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Sentidos S.A.,FM DEL SOL 91.9,DA 562-10,2016-06-01
2016_08031,834.9,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Territorio Digital S.A.,FM 105.5 RADIO JOVEN,DA 448-09,2016-06-01
2016_08053,853.74,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Radionoticias Sudamericana Sa,FM 100.5 RADIO SUDAMERICANA,DA 448-09,2016-06-01
2016_07899,859.25,Banco de la Nacion Argentina,Campaña Creditos Para Autos - Banco de la Nacion Argentina,Radio,Carbone Mariano Jose,RADIO GUALEGUAY,DA 562-10,2016-06-01
2016_08068,873.6,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,Torres Ricardo Ignacio,CANAL 4 TV CABLE,DA 448-09,2016-06-01
2016_07510,877.5,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Queijeiro Bustillo Eduardo,FM 97.9 ALTOS,DTO 852-14,2016-06-01
2016_06735,903.31,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Empresa Periodist. Grafis Srl,LA CAMPANA,DA 448-09,2016-06-01
2016_07997,906.1,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Editorial Capayan S.A.,EL ANCASTI,DA 448-09,2016-06-01
2016_06732,907.32,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Editorial Fundamento S.A.,PUNTAL,DA 448-09,2016-06-01
2016_07948,919.46,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,El Diario S.R.L.,EL DIARIO,DA 448-09,2016-06-01
2016_08038,927.18,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Maxima Comunicaciones Srl,FM 94.5 Máxima,DA 448-09,2016-06-01
2016_07947,935.42,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Diario Pregon S.R.L.,EL PREGON,DA 448-09,2016-06-01
2016_07288,960.9,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,El Diario S.R.L.,EL DIARIO,DTO 852-14,2016-06-01
2016_07329,6050.0,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Cantos Jose Maria Hijo,NUEVO DIARIO,DA 448-09,2016-06-01
2016_08294,1035.05,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,S.A. Entre Rios,EL DIARIO DE PARANA,DA 448-09,2016-06-01
2016_06712,1036.79,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,El Heraldo S.R.L.,EL HERALDO,DA 448-09,2016-06-01
2016_08125,1110.78,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Meza Carlos Hector,FM 99.9 RADIO UNO,DA 448-09,2016-06-01
2016_07856,1123.2,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Radio,Estacion Patagonica S.A.,FM 102.5 RADIO 0,DTO 852-14,2016-06-01
2016_07898,1189.73,Banco de la Nacion Argentina,Campaña Creditos Para Autos - Banco de la Nacion Argentina,Radio,Lt 41 la Voz S.R.L.,AM 660 LT41 LA VOZ DEL SUR ENTRERRIANO,DA 562-10,2016-06-01
2016_07560,1247.63,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Producciones y Programas S.A.,AM 990,DTO 852-14,2016-06-01
2016_07649,1249.5,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Fm Estelar S.A.,FM ESTELAR,DA 448-09,2016-06-01
2016_08175,1260.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Xhardez y Cozzi S.R.L.,AM 640 LU18 RADIO DEL VALLE,DA 448-09,2016-06-01
2016_07666,1260.0,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Siglo Xxi S.R.L.,FM 103.7 VALE,DA 448-09,2016-06-01
2016_08069,1270.5,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,Affonso Cristian Gabriel,CANAL 8 SOMOS LA PAMPA,DA 448-09,2016-06-01
2016_08043,1277.76,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Multimedios Sapem,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,DA 448-09,2016-06-01
2016_07374,1299.61,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Junio,Grafica,S.A. la Nacion,LA NACION,DA 562-10,2016-06-01
2016_07993,1347.34,Banco Central de la Republica Argentina,Legal Junio,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-06-01
2016_06847,1357.92,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Pregon S.R.L.,EL DEBATE PREGON,DA 448-09,2016-06-01
2016_08149,1368.99,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,L J K Editorial S.A.,TIEMPO SUR,DA 448-09,2016-06-01
2016_07148,1378.91,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Buena Onda Televis. Color Srl,CANAL 12,DA 448-09,2016-06-01
2016_06122,1434.76,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radio de Cuyo S.A.,AM 720 LV 10,DA 448-09,2016-06-01
2016_08365,1439.39,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Difusora Entrerriana Sa R y Tv,AM 560 LT15 RADIO DEL LITORAL,DA 562-10,2016-06-01
2016_05954,1439.65,Cent.- Ente Nac.Reg. de Electr,Legal Junio,Grafica,Impresora Chubutense S.A.,EL CHUBUT,DA 448-09,2016-06-01
2016_07215,1446.71,Ministerio de Justicia y Derechos Humanos,Legales Junio 2016,Grafica,Empresa Periodist. Grafis Srl,NOTICIAS,DA 448-09,2016-06-01
2016_08052,1452.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Gomez Jorge Felix,AM 900 LT7 RADIO PROVINCIA,DA 448-09,2016-06-01
2016_07137,1512.5,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Praxis S.R.L.,EL ECO DE TANDIL TV CABLE,DA 448-09,2016-06-01
2016_07732,1513.71,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,La Opinion Austral S.A.,LA OPINION AUSTRAL,DA 448-09,2016-06-01
2016_08285,1537.5,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Talleres el Tunel S.A.,LA VOZ,DA 448-09,2016-06-01
2016_08029,1566.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Claudio G. Jacquet Matillon,FM RADIO CITY,DA 448-09,2016-06-01
2016_07352,1568.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Disavia Claudia Elisabet,FM 106.1 UNIVERSAL,DTO 852-14,2016-06-01
2016_05514,1575.42,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Television Litoral S.A.,FM 97.9 VIDA,DA 448-09,2016-06-01
2016_08136,1599.52,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DA 448-09,2016-06-01
2016_08309,1612.95,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,La Arena S.A.,LA ARENA,DA 448-09,2016-06-01
2016_06120,1627.02,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Cerebro S.R.L.,FM 98.5 Popular,DA 448-09,2016-06-01
2016_08099,1680.0,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Grande Martin Federico,FM PROFESIONAL,DA 448-09,2016-06-01
2016_05533,1692.6,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Editorial el Dia S.R.L.,RADIO GUALEGUAY,DA 448-09,2016-06-01
2016_08037,1727.26,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Difusora Entrerriana Sa R y Tv,AM 560 LT15 RADIO DEL LITORAL,DA 448-09,2016-06-01
2016_07949,1742.54,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,El Independiente Copegraf Ltda,EL INDEPENDIENTE,DA 448-09,2016-06-01
2016_06396,1787.81,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Editorial los Alamos S.A.,EL CIUDADANO Y LA GENTE,DA 448-09,2016-06-01
2016_07777,1804.11,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Cable,Arte Radiotelevisivo Argentino S.A.,VOLVER,DA 448-09,2016-06-01
2016_07129,1815.0,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,J.G. Representaciones S.A.,CANAL 9 MIRATE,DA 448-09,2016-06-01
2016_05549,1818.94,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Pivetta Pablo Andres,FM 88.1 RADIO LA RED,DA 448-09,2016-06-01
2016_05511,1826.06,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Torres Ricardo Ignacio,FM 101.1 Integración,DA 448-09,2016-06-01
2016_08372,1845.0,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Comunicaciones y Medios S.A.,FM LA 5,DA 562-10,2016-06-01
2016_05510,1860.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Inversora Corporativa S.A.,FM 102.7 LA COOPE,DA 448-09,2016-06-01
2016_06282,1863.08,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Diarios Bonaerenses S.A.,LA OPINION,DA 448-09,2016-06-01
2016_07927,1879.25,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editorial el Dia S.R.L.,EL DIA,DA 448-09,2016-06-01
2016_08299,1893.38,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Ideas de Radio S.R.L.,RADIO DOS - CORRIENTES,DA 562-10,2016-06-01
2016_05527,1897.2,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Fm Estelar S.A.,FM ESTELAR,DA 448-09,2016-06-01
2016_06740,1898.24,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Buena Onda Televis. Color Srl,CANAL 12,DA 448-09,2016-06-01
2016_06846,1900.67,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,Medios del Ibera S.A.,LA REPUBLICA,DA 448-09,2016-06-01
2016_07923,1903.47,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Francisco Montes S.A.C.I.F.,DIARIO DE CUYO,DA 448-09,2016-06-01
2016_07921,1911.87,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editora S.A.,EL TRIBUNO,DA 448-09,2016-06-01
2016_07932,1927.39,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editorial la Manana S.A.,LA MANANA,DA 448-09,2016-06-01
2016_05554,2014.4,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,J.G. Representaciones S.A.,FM PANORAMA,DA 448-09,2016-06-01
2016_07943,2027.51,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Impresora Chubutense S.A.,EL CHUBUT,DA 448-09,2016-06-01
2016_05546,2046.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Vipasa S.R.L.,FM 92.1 INTEGRACION RIONEGRINA,DA 448-09,2016-06-01
2016_05532,2048.98,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Lt 41 la Voz S.R.L.,AM 660 LT41 LA VOZ DEL SUR ENTRERRIANO,DA 448-09,2016-06-01
2016_07896,2072.72,Banco de la Nacion Argentina,Campaña Creditos Para Autos - Banco de la Nacion Argentina,Radio,Difusora Entrerriana Sa R y Tv,AM 560 LT15 RADIO DEL LITORAL,DA 562-10,2016-06-01
2016_05519,2086.92,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,G y B S.R.L.,RADIO LIBERTAD,DA 448-09,2016-06-01
2016_08174,2090.88,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Radiointegracion S.A.,AM 600 LU5,DA 448-09,2016-06-01
2016_08363,2115.08,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Mediamax S.A.,FM DEL PARQUE 98.7,DA 562-10,2016-06-01
2016_06579,2134.44,Banco de la Nacion Argentina,Auspicio Agroactiva Institucional - Bna,Radio,Gustavo Quiroga E.P.M. S.A.,AM 1580 LT 27,DA 562-10,2016-06-01
2016_05537,2139.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,G.M.A. Srl,FM 101.5 Los 40 Principales,DA 448-09,2016-06-01
2016_05543,2148.3,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Laena S.A.,FM 105.5 RADIO NOTICIAS,DA 448-09,2016-06-01
2016_07328,2168.35,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,El Liberal Sociedad Anonima,EL LIBERAL,DA 448-09,2016-06-01
2016_08364,2178.0,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Vorterix S.A.,FM VORTERIX 91.7,DA 562-10,2016-06-01
2016_06123,2228.28,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Gonzalez Daniel Ruben,FM 91.7 IMPERIO,DA 448-09,2016-06-01
2016_08140,2231.66,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Unomedios S.A.,UNO,DA 448-09,2016-06-01
2016_07527,2231.66,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Unomedios S.A.,UNO,DA 448-09,2016-06-01
2016_05525,2232.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Gales S.A.,FM 91.5 TIEMPO,DA 448-09,2016-06-01
2016_07945,2242.6,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,S.A. Entre Rios,EL DIARIO DE PARANA,DA 448-09,2016-06-01
2016_05538,2263.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Uno Producciones S.R.L.,FM 107.3 Masters,DA 448-09,2016-06-01
2016_08373,2268.75,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Vorterix S.A.,FM VORTERIX 106.7,DA 562-10,2016-06-01
2016_07606,2278.5,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Flores Cesar Augusto,FM 107.9 GENESIS,DA 448-09,2016-06-01
2016_07128,2286.9,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Visual S.R.L.,CANAL 4,DA 448-09,2016-06-01
2016_05536,2295.61,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Meza Carlos Hector,FM 99.9 RADIO UNO,DA 448-09,2016-06-01
2016_08400,2307.74,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,Unomedios S.A.,UNO,DA 562-10,2016-06-01
2016_08092,2323.2,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,Sentidos S.A.,ANTENA 1,DA 448-09,2016-06-01
2016_05847,2325.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Queijeiro Bustillo Eduardo,FM 97.9 ALTOS,DTO 852-14,2016-06-01
2016_07940,2333.1,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Editorial Fundamento S.A.,PUNTAL,DA 448-09,2016-06-01
2016_05530,2347.79,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Ideas de Radio S.R.L.,RADIO DOS - CORRIENTES,DA 448-09,2016-06-01
2016_05523,2387.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Munoz Patricia Adreana A.,AM 1050 GENERAL GUEMES,DA 448-09,2016-06-01
2016_05518,2402.5,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Flores Cesar Augusto,FM 107.9 GENESIS,DA 448-09,2016-06-01
2016_05535,2410.39,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Meza Carlos Hector,FM 94.1 RADIO UNO,DA 448-09,2016-06-01
2016_07135,2439.36,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Junin Tv S.A.,CANAL 10,DA 448-09,2016-06-01
2016_06292,2443.86,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Diarios Bonaerenses S.A.,VARELA AL DIA,DA 448-09,2016-06-01
2016_06266,2443.86,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Diarios Bonaerenses S.A.,VARELA AL DIA,DA 448-09,2016-06-01
2016_06322,2450.39,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Grafica,Editorial Famatina S.A.,NUEVA RIOJA,DA 448-09,2016-06-01
2016_05552,2455.2,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Leonetti Matias Javier,FM 96.5 Del Sol,DA 448-09,2016-06-01
2016_05551,2455.2,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Fazzari Silvana Lorena,FM 100.3 LA ISLA,DA 448-09,2016-06-01
2016_06631,2468.4,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,J.G. Representaciones S.A.,CANAL 9 MIRATE,DA 448-09,2016-06-01
2016_08286,2490.89,I.N.S.S.J.P. (Pami),Legal Junio,Grafica,Editorial Chaco S.A.,NORTE,DA 448-09,2016-06-01
2016_07930,2498.44,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Talleres el Tunel S.A.,LA VOZ,DA 448-09,2016-06-01
2016_07929,2498.44,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,Talleres el Tunel S.A.,EL LIBERTADOR,DA 448-09,2016-06-01
2016_05521,2499.56,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Editorial Capayan S.A.,FM 98.5 ANCASTI,DA 448-09,2016-06-01
2016_05547,2511.0,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Pampa Difusora S.R.L.,LU 37 AM 980 Radio Gral. Pico,DA 448-09,2016-06-01
2016_07561,2519.25,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Radio,Rosario Difusion S.A.,AM 680,DTO 852-14,2016-06-01
