ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,no_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo
2016_21397,3209.20,3209.20,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,16870,YOVTCHEFF MIRTHA ROSA,FM 99.7 RADIO CORDIAL,Chaco,DA 448-09,nov-16
2016_21398,2712.00,2712.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,12792,TIBERIO CLAUDIO GUSTAVO,FM 102.3 9 DE JULIO,Chaco,DA 448-09,nov-16
2016_21399,2486.00,2486.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,15757,AGUSTINELLI JORGE RODOLFO,FM 98.9 TOTAL,Chaco,DA 448-09,nov-16
2016_21400,2938.00,2938.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,14451,MOSSMANN JULIO FERMIN,FM 103.1 RADIO NORTE,Chaco,DA 448-09,nov-16
2016_21401,1243.00,1243.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,16275,RADIO CIUDAD S.R.L.,FM 92.3 RADIO CIUDAD,Chaco,DA 448-09,nov-16
2016_21402,2675.84,2675.84,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,14803,SANCHEZ GLADYS ALICIA,FM 95.9 RADIO FACUNDO QUIROGA,Chaco,DA 448-09,nov-16
2016_21403,3284.91,3284.91,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7,Chaco,DA 448-09,nov-16
2016_21404,1401.20,1401.20,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,17211,FLORES CESAR AUGUSTO,FM 107.9 GENESIS,Chaco,DA 448-09,nov-16
2016_21405,1901.79,1901.79,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,16168,G Y B S.R.L.,RADIO LIBERTAD,Chaco,DA 448-09,nov-16
2016_21406,2113.10,2113.10,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,12079,RADIODIFUSORA CHARATA S.A.,AM 800 LT43RADIO MOCOVI,Chaco,DA 448-09,nov-16
2016_21412,6766.58,8187.56,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,11293,RADIODIFUSORA SALTA S.A.,AM 840 LV 9 RADIO SALTA,Salta,DTO 852-14,nov-16
2016_21413,1298.78,1571.52,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,12813,PRODUCCIONES Y PROGRAMAS S.A.,AM 990,Formosa,DTO 852-14,nov-16
2016_21395,632.8,632.8,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,12317,BRACONE ROBERTO ORLANDO,AM 950 LT16 RADIO,Chaco,DTO 1145-09,nov-16
2016_21414,4969.44,4969.44,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,15223,TORRES RICARDO IGNACIO,FM 101.1 Integración,Misiones,DA 448-09,nov-16
2016_21415,8166.40,9881.34,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,11683,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,nov-16
2016_21416,2784.00,2784.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,15223,TORRES RICARDO IGNACIO,FM GENESIS,Misiones,DA 448-09,nov-16
2016_21417,1230.40,1230.40,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,15223,TORRES RICARDO IGNACIO,FM 100.3 CHIMIRAY,Misiones,DA 448-09,nov-16
2016_21418,13084.95,15832.79,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,16996,CEREBRO S.R.L.,FM 98.5 Popular,San Luis,DA 448-09,nov-16
2016_21419,10896.00,13184.16,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,13902,MEDIAMAX S.A.,FM DEL PLATA SATELITAL 93.7,San Luis,DA 448-09,nov-16
2016_21420,7240.00,7240.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,16931,PRODUCTORA UNO S.R.L.,FM 100.7 RADIO CIUDAD,San Luis,DA 448-09,nov-16
2016_21421,7740.00,7740.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,18255,PATAGONIA NET S.A.,FM TRELEW NOTICIAS 96.9,Chubut,DTO 852-14,nov-16
2016_21422,17671.50,17671.50,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,14944,GOMEZ RAMON RICARDO,FM 104.1 VALLE VIEJO,Catamarca,DA 448-09,nov-16
2016_21423,2467.30,2467.30,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,11039,RED ANCASTI S.R.L.,FM 98.5 ANCASTI,Catamarca,DA 448-09,nov-16
2016_21424,4183.87,4623.18,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,13166,DIARIO LA UNION S.A.,FM 91.3 RADIO UNION,Catamarca,DA 448-09,nov-16
2016_21059,18190.00,22009.90,Presidencia de la Nacion,Presidencia de la Nacion - Jubilados,Via Publica,15840,LATIN AMERICAN COMMUNICAT. S.A,GRAN FORMATO,,DA 448-09,nov-16
2016_21078,914336.00,1106346.56,Presidencia de la Nacion,Presidencia de la Nacion - Jubilados,Via Publica,15840,LATIN AMERICAN COMMUNICAT. S.A,CARTELES,,DA 448-09,nov-16
2016_20306,30000.00,36300.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aysa - Campaña Institucional Ahorro del Agua,Radio,16360,GURUES S.A.,FM 103.1,Capital Federal,DA 562-10,nov-16
2016_19852,72061.14,72061.14,Presidencia de la Nacion,Plan Obras Ruta 7 - Presidencia de la Nacion,Grafica,11452,DIARIO LA VERDAD ARZ.MER-LUJAN,LA VERDAD,Buenos Aires,DTO 852-14,nov-16
2016_21388,18750.00,19218.75,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,VARELA AL DIA,Buenos Aires,DA 448-09,nov-16
2016_21387,9375.00,9609.38,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,RESUMEN,Buenos Aires,DA 448-09,nov-16
2016_21389,121875.00,124921.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,LA MANANA,Buenos Aires,DA 448-09,nov-16
2016_21384,140625.00,144140.63,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,REVISTA INFORME ESPECIAL,Buenos Aires,DA 448-09,nov-16
2016_21385,121875.00,124921.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,LA MAÑANA,Buenos Aires,DA 448-09,nov-16
2016_21224,33813.00,40913.73,Ministerio de Transporte,Legal Noviembre,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 448-09,nov-16
2016_21363,6329.10,6487.33,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,13201,LA OPINION AUSTRAL S.A.,LA OPINION AUSTRAL,Santa Cruz,DA 448-09,nov-16
2016_21340,3927.00,4025.18,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,18253,CHL S.A.,EL CORDILLERANO,Rio Negro,DA 448-09,nov-16
2016_21362,3927.00,4025.18,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,18253,CHL S.A.,EL CORDILLERANO,Rio Negro,DA 448-09,nov-16
2016_19383,2840.29,2911.30,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Registro Automotor,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,REALIDAD,Buenos Aires,DA 448-09,nov-16
2016_21383,5594.32,6181.72,Ministerio de Transporte,Legal Noviembre,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,nov-16
2016_21353,561422.40,679321.10,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21354,641625.60,776366.98,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21366,20261.79,24516.77,I.N.S.S.J.P. (Pami),Aviso Legal Noviembre,Grafica,13920,IMPREBA S.A.,DIARIO POPULAR,Capital Federal,DA 448-09,nov-16
2016_21367,8610.61,9514.72,I.N.S.S.J.P. (Pami),Aviso Legal Noviembre,Grafica,15078,ALTA DENSIDAD S.R.L.,CRONICA,Capital Federal,DA 448-09,nov-16
2016_21364,10404.00,12588.84,I.N.S.S.J.P. (Pami),Aviso Legal Noviembre,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 448-09,nov-16
2016_21365,10483.56,11584.33,I.N.S.S.J.P. (Pami),Aviso Legal Noviembre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DA 448-09,nov-16
2016_21376,62479.00,75599.59,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,18093,VORTERIX S.A.,FM 103.1 VORTERIX,Capital Federal,DA 562-10,nov-16
2016_21368,76186.66,84186.26,Ministerio del Interior y Transporte,Aviso Legal Noviembre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,nov-16
2016_21358,102861.90,124462.90,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,15353,RADIODIFUSORA DEL PLATA S.A.,AM 1030 RADIO DEL PLATA,Capital Federal,DTO 852-14,nov-16
2016_21359,22315.06,27001.22,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,11138,RADIODIFUSORA BUENOS AIRES S.A,FM 95.9 ROCK AND POP,Capital Federal,DTO 852-14,nov-16
2016_21360,26559.06,32136.46,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,14325,RADIODIFUSORA MILENIUM S.A.,FM 106.7 MILENIUM,Capital Federal,DTO 852-14,nov-16
2016_21355,16800.00,20328.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,13615,EUROCOMUNICACIONES S.A.,FM 101.1 LATINA,Capital Federal,DTO 852-14,nov-16
2016_21356,38160.00,46173.60,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,13515,SENAL ECONOMICA S.A.,AM 730 CONCEPTO,Capital Federal,DTO 852-14,nov-16
2016_21357,128575.00,155575.75,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Radio,12861,RADIO EMISORA CULTURAL S.A.,AM 630 RADIO RIVADAVIA,Capital Federal,DTO 852-14,nov-16
2016_21328,28080.00,33976.80,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11044,EDITORIAL LA CAPITAL S.A.,LU 6 AM 760 ATLANTICA,Buenos Aires,DA 448-09,nov-16
2016_21329,23220.00,28096.20,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,12351,DIFUSORA AUSTRAL S.A.,AM 670,Buenos Aires,DA 448-09,nov-16
2016_21330,20520.00,20520.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,12159,TV Y FM LAS BRISAS S.R.L.,FM 98.5 RADIO BRISAS,Buenos Aires,DA 448-09,nov-16
2016_21327,16200.00,19602.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,12351,DIFUSORA AUSTRAL S.A.,FM 103.3 UNIVERSO,Buenos Aires,DA 448-09,nov-16
2016_21361,18033.60,18484.44,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11070,IMPRESORA CHUBUTENSE S.A.,EL CHUBUT,Chubut,DA 448-09,nov-16
2016_21324,8208.00,9931.68,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 90.1 JUVENTUD,Buenos Aires,DA 448-09,nov-16
2016_21087,40523.58,49033.53,Ministerio de Transporte,Legal Noviembre,Grafica,13920,IMPREBA S.A.,DIARIO POPULAR,Capital Federal,DA 448-09,nov-16
2016_21348,9415.62,9651.01,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11001,EL INDEPENDIENTE COPEGRAF LTDA,EL INDEPENDIENTE,La Rioja,DA 448-09,nov-16
2016_21349,1120.00,1148.00,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,16418,GRUPO GG S.R.L.,NUEVO DIARIO,Salta,DA 448-09,nov-16
2016_21350,97675.20,118186.99,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11095,LA GACETA S.A.,LA GACETA,Tucuman,DA 448-09,nov-16
2016_21351,7956.00,8154.90,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11102,EDITORIAL CAPAYAN S.A.,EL ANCASTI,Catamarca,DA 448-09,nov-16
2016_21352,4860.00,4981.50,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11046,DIARIO PREGON S.R.L.,EL PREGON,Jujuy,DA 448-09,nov-16
2016_21325,7488.00,7488.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,13980,MARINO MARCELO ALEJANDRO,AM 1250 ESTIRPE NACIONAL,Buenos Aires,DA 448-09,nov-16
2016_21326,4680.00,5662.80,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15593,CARLOS SUAREZ.COM S.R.L.,FM 93.5 ZOO,Buenos Aires,DA 448-09,nov-16
2016_21343,51600.00,52890.00,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,13793,TALLERES EL TUNEL S.A.,FORMOSA,Formosa,DA 448-09,nov-16
2016_21344,16704.20,17121.81,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11067,EL HERALDO S.R.L.,EL HERALDO,Entre Rios,DA 448-09,nov-16
2016_21345,51600.00,52890.00,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,13793,TALLERES EL TUNEL S.A.,LA VOZ,Chaco,DA 448-09,nov-16
2016_21346,24102.60,24705.17,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,15783,L'INVESTMENT S.A.,EL LITORAL,Corrientes,DA 448-09,nov-16
2016_21320,4856.40,5876.24,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15326,TODO DEPORTE SRL,FM 100.5 MERLO,San Luis,DA 448-09,nov-16
2016_21337,86179.80,88334.30,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA CAPITAL,Buenos Aires,DA 448-09,nov-16
2016_21338,92127.42,101800.80,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,DA 448-09,nov-16
2016_21321,7200.00,7200.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,DA 448-09,nov-16
2016_21322,2059.20,2491.63,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,DA 448-09,nov-16
2016_21339,93636.00,95976.90,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,13999,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE NEUQUEN,Neuquen,DA 448-09,nov-16
2016_21341,5875.20,6492.10,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11241,FRANCISCO MONTES S.A.C.I.F.,DIARIO DE CUYO,San Juan,DA 448-09,nov-16
2016_21342,22680.00,23247.00,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,14106,JORNADA S.A.,JORNADA,Mendoza,DA 448-09,nov-16
2016_21323,313.65,321.49,Banco de la Nacion Argentina,Legal Noviembre,Grafica,11035,EL DIARIO S.R.L.,EL DIARIO,La Pampa,DA 562-10,nov-16
2016_21331,116596.20,119511.11,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA CAPITAL,Buenos Aires,DA 448-09,nov-16
2016_21332,72240.00,74046.00,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,13793,TALLERES EL TUNEL S.A.,FORMOSA,Formosa,DA 448-09,nov-16
2016_21333,48725.40,53841.57,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11064,EL LIBERAL SOCIEDAD ANONIMA,EL LIBERAL,Santiago del Estero,DA 448-09,nov-16
2016_21334,39312.00,40294.80,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,14106,JORNADA S.A.,JORNADA,Mendoza,DA 448-09,nov-16
2016_21335,124848.00,127969.20,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,13999,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE NEUQUEN,Neuquen,DA 448-09,nov-16
2016_21336,25247.04,25878.22,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11070,IMPRESORA CHUBUTENSE S.A.,EL CHUBUT,Chubut,DA 448-09,nov-16
2016_21303,305012.77,369065.45,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21304,348586.02,421789.08,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21309,305012.77,369065.45,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21310,348586.02,421789.08,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21315,305012.77,369065.45,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21316,348586.02,421789.08,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21318,305012.77,369065.45,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21319,348586.02,421789.08,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21311,668249.60,808582.02,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,nov-16
2016_21312,305012.77,369065.45,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21313,348586.02,421789.08,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21305,668249.60,808582.02,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,nov-16
2016_21306,305012.77,369065.45,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21307,348586.02,421789.08,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 448-09,nov-16
2016_21301,918843.20,1111800.27,Cent.- Ente Nac.Reg. de Electr,Aviso Legal Noviembre,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,nov-16
2016_19588,3845.60,4653.18,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Registro Automotor,Radio,16064,LUMISAN S.A.,FM 106.7,Buenos Aires,DA 448-09,nov-16
2016_18566,4999.28,6049.13,Presidencia de la Nacion,Presidencia de la Nacion - Empezar,Radio,16064,LUMISAN S.A.,FM 106.7,Buenos Aires,DA 448-09,nov-16
2016_21124,60000.19,72600.23,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,11094,EDITORIAL DIARIO LA CAPITAL SA,WWW.DIARIOUNO.COM.AR,Mendoza,DA 562-10,nov-16
2016_21299,16420.98,16831.50,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,15369,CONTENIDOS S.A.,EL ZONDA,San Juan,DTO 852-14,nov-16
2016_21288,6424.47,6585.08,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,15945,VIVESCAS S.R.L.,LA CALLE,Entre Rios,DTO 852-14,nov-16
2016_21289,62596.80,64161.72,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11047,LA REFORMA S.R.L.,LA REFORMA,La Pampa,DTO 852-14,nov-16
2016_21290,46542.60,47706.17,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11102,EDITORIAL CAPAYAN S.A.,EL ANCASTI,Catamarca,DTO 852-14,nov-16
2016_21292,8740.00,8958.50,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,14128,CRAISE CLAUDIA FABIANA,AL DIA,Rio Negro,DTO 852-14,nov-16
2016_21293,12530.70,12843.97,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,13618,EDITORIAL DEL TRATADO SRL,EL DIARIO REGIONAL,Buenos Aires,DTO 852-14,nov-16
2016_21294,4060.00,4060.00,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,16930,BALIAN EDUARDO NESTOR,NUEVA EPOCA,Buenos Aires,DTO 852-14,nov-16
2016_21295,173573.40,191798.61,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11384,HORIZONTES S.A.,EL TRIBUNO,Salta,DTO 852-14,nov-16
2016_21297,13998.58,14348.54,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11070,IMPRESORA CHUBUTENSE S.A.,EL CHUBUT,Chubut,DTO 852-14,nov-16
2016_21298,54043.00,55394.08,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11412,MACIEL HERMANOS S.A.,LA VOZ DEL PUEBLO,Buenos Aires,DTO 852-14,nov-16
2016_21300,189893.81,229771.51,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11063,EDITORIAL RIO NEGRO S.A.,RIO NEGRO,Rio Negro,DTO 852-14,nov-16
2016_21284,17607.97,18048.17,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11035,EL DIARIO S.R.L.,EL DIARIO,La Pampa,DTO 852-14,nov-16
2016_21285,48552.00,49765.80,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,13746,EL DIARIO DE MADRYN S.A.,EL DIARIO,Chubut,DTO 852-14,nov-16
2016_21286,66079.00,67730.98,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11766,CANTOS JOSE MARIA HIJO,NUEVO DIARIO,Santiago del Estero,DTO 852-14,nov-16
2016_21287,20994.04,21518.89,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,11103,EDITORIAL JORNADA S.A.,JORNADA,Chubut,DTO 852-14,nov-16
2016_21276,135749.25,164256.59,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11246,EDITORIAL PERFIL S.A.,CARAS,Capital Federal,DA 448-09,nov-16
2016_21277,84150.00,101821.50,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11246,EDITORIAL PERFIL S.A.,REVISTA NOTICIAS,Capital Federal,DA 448-09,nov-16
2016_21278,114665.00,138744.65,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,14082,EDITORIAL ATLANTIDA S.A.,REVISTA GENTE,Capital Federal,DA 448-09,nov-16
2016_21279,84000.00,92820.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13751,PRODUCCIONES PUBLIEXPRESS SA,REVISTA PRONTO,Capital Federal,DA 448-09,nov-16
2016_21271,18750.00,19218.75,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,LA PALABRA,Buenos Aires,DA 448-09,nov-16
2016_21272,9375.00,9609.38,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,LA PALABRA,Buenos Aires,DA 448-09,nov-16
2016_21268,56250.00,57656.25,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,EL OJO AMEGHINENSE,Buenos Aires,DA 448-09,nov-16
2016_21269,9375.00,9609.38,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,LA PALABRA,Buenos Aires,DA 448-09,nov-16
2016_21270,46875.00,48046.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,LA VOZ DE BRAGADO,Buenos Aires,DA 448-09,nov-16
2016_21274,28125.00,28828.13,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,IMAGEN,Buenos Aires,DA 448-09,nov-16
2016_21273,46875.00,48046.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,EL OJO AMEGHINENSE,Buenos Aires,DA 448-09,nov-16
2016_21246,7125.00,8621.25,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11150,GOMEZ JORGE FELIX,AM 900 LT7 RADIO PROVINCIA,Corrientes,DA 448-09,nov-16
2016_21247,2840.06,2840.06,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17892,IDEAS DE RADIO S.R.L.,RADIO DOS - CORRIENTES,Corrientes,DA 448-09,nov-16
2016_21248,2662.20,2662.20,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,13192,RADIONOTICIAS SUDAMERICANA SA,FM 100.5 RADIO SUDAMERICANA,Corrientes,DA 448-09,nov-16
