ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,no_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo
2016_08891,7667.00,7667.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Radio,11814,VOCACION S.R.L.,LU 15 RADIO VIEDMA 800,Rio Negro,DA 448-09,jul-16
2016_09611,180000.00,217800.00,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Tv,11182,AMERICA TV S.A.,AMERICA TV,Capital Federal,DA 448-09,jul-16
2016_08752,44800.00,54208.00,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,13623,J.G. REPRESENTACIONES S.A.,CANAL 13,San Luis,DA 562-10,jul-16
2016_10762,2596.80,2596.80,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,16712,GRUPO DIEZ S.R.L.,FM RADIO 10,Santa Fe,DA 448-09,jul-16
2016_09886,17744.80,17744.80,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Radio,16712,GRUPO DIEZ S.R.L.,FM RADIO 10,Santa Fe,DA 448-09,jul-16
2016_09217,5000.00,5000.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Web,16080,EDIAM S.A.,WWW.ELDIARIODELFINDELMUNDO.COM,Tierra del Fuego,DA 448-09,jul-16
2016_09529,57290.00,69320.90,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,14082,EDITORIAL ATLANTIDA S.A.,REVISTA PAPARAZZI,Capital Federal,DA 448-09,jul-16
2016_09729,10000.00,12100.00,I.N.S.S.J.P. (Pami),Campaña Institucional Vacunacion - Gripe A - Pami,Radio,18122,IDENTIDAD DIGITAL S.R.L.,AM 950 RADIO BELGRANO,Capital Federal,DA 448-09,jul-16
2016_08078,57290.00,69320.90,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,14082,EDITORIAL ATLANTIDA S.A.,REVISTA PAPARAZZI,Capital Federal,DA 448-09,jul-16
2016_10211,114665.00,138744.65,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Grafica,14082,EDITORIAL ATLANTIDA S.A.,REVISTA GENTE,Capital Federal,DA 448-09,jul-16
2016_09996,4550.00,4550.00,Banco de la Nacion Argentina,Bna - Campaña la Rural,Radio,11297,RADIODIFUSORA VILLA MARIA SRL,AM 930  LV28 RADIO VILLA MARIA,Cordoba,DA 562-10,jul-16
2016_08077,114665.00,138744.65,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,14082,EDITORIAL ATLANTIDA S.A.,REVISTA GENTE,Capital Federal,DA 448-09,jul-16
2016_08585,6426.00,7775.46,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 940 Dimensión,San Luis,DA 562-10,jul-16
2016_09980,4877.60,5901.90,Banco de la Nacion Argentina,Bna - Campaña la Rural,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,LU10 AM1320 RADIO AZUL,Buenos Aires,DA 562-10,jul-16
2016_08649,15536.64,15925.06,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Grafica,11091,EDITORIAL FUNDAMENTO S.A.,PUNTAL,Cordoba,DA 448-09,jul-16
2016_09181,15536.64,15925.06,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Grafica,11091,EDITORIAL FUNDAMENTO S.A.,PUNTAL,Cordoba,DTO 852-14,jul-16
2016_07965,2111.40,2164.19,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Grafica,11091,EDITORIAL FUNDAMENTO S.A.,PUNTAL,Cordoba,DA 448-09,jul-16
2016_09809,13940.00,13940.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Radio,18083,MEZZA LUIS GUILLERMO,FM 101.7 GAMBA RIO IV,Cordoba,DA 448-09,jul-16
2016_10072,41650.00,41650.00,Presidencia de la Nacion,Campaña Super 4 - Presidencia de la Nacion,Radio,18083,MEZZA LUIS GUILLERMO,FM 106.3 GAMBA,Cordoba,DA 448-09,jul-16
2016_09879,105947.40,128196.35,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 13,Santa Fe,DA 448-09,jul-16
2016_09065,30000.00,30750.00,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Web,12777,BAE NEGOCIOS S.A.,WWW.DIARIOBAE.COM,Capital Federal,DA 562-10,jul-16
2016_09732,10000.00,12100.00,I.N.S.S.J.P. (Pami),Campaña Institucional Vacunacion - Gripe A - Pami,Web,18122,IDENTIDAD DIGITAL S.R.L.,WWW.ENERGIA360WEB.COM.AR,Capital Federal,DA 448-09,jul-16
2016_08859,5000.00,5000.00,Cent.- Sec. de Cultura,Campaña Agenda Cultural - Ministerio de Cultura,Web,17747,BULLENTINI AILIN,WWW.LANAN.COM.AR,Buenos Aires,DA 448-09,jul-16
2016_08074,84150.00,101821.50,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,11246,EDITORIAL PERFIL S.A.,REVISTA NOTICIAS,Capital Federal,DA 448-09,jul-16
2016_08423,868505.35,959698.41,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,11246,EDITORIAL PERFIL S.A.,PERFIL,Capital Federal,DA 448-09,jul-16
2016_08634,375364.08,454190.54,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Grafica,11508,DIARIO LOS ANDES HNOS CALLE SA,LOS ANDES,Mendoza,DA 448-09,jul-16
2016_09753,20902.86,25292.46,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,15815,MANUCORP S.A.,REVISTA VEINTITRES,Capital Federal,DTO 852-14,jul-16
2016_10643,7137.45,7137.45,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11142,DIFUSORA ENTRERRIANA SA R Y TV,AM 560 LT15 RADIO DEL LITORAL,Entre Rios,DA 448-09,jul-16
2016_09033,1507860.90,1545557.42,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Grafica,11799,DIARIOS BONAERENSES S.A.,ECOS DIARIOS,Buenos Aires,DA 562-10,jul-16
2016_09516,25000.00,30250.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Web,13644,LA CORNISA PRODUCCIONES S.A.,WWW.LUISMAJUL.COM,Capital Federal,DA 562-10,jul-16
2016_09608,90000.00,108900.00,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 11 TELEFE,Capital Federal,DA 448-09,jul-16
2016_08195,15000.00,18150.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,16369,JAMEOS S.A.,FM 95.1 METRO,Capital Federal,DA 562-10,jul-16
2016_09773,229438.00,229438.00,Ministerio de Transporte,Legal Exterior Julio,Grafica,17650,MEDIAFOX S.A.,DIARIO EXPANSION,Exterior,DA 448-09,jul-16
2016_09454,60450.00,73144.50,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 9,Entre Rios,DA 562-10,jul-16
2016_08520,22522.50,27252.23,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 9,Entre Rios,DA 448-09,jul-16
2016_08748,184080.00,222736.80,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 9,Entre Rios,DA 562-10,jul-16
2016_11309,10000.00,12100.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,15036,DAK GRUPO CREATIVO S.R.L.,FM 90.3 DELTA,Buenos Aires,DA 562-10,jul-16
2016_10802,20967.12,23168.67,Banco Central de la Republica Argentina,Legal Julio,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DA 448-09,jul-16
2016_09127,8391.48,9272.59,Ministerio de Transporte,Legales Julio 2016,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_11017,20201.71,22322.89,Ministerio del Interior y Transporte,Legales Julio 2016,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_08982,314900.00,381029.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11184,CUYO TELEVISION S.A.,CANAL 9 TELEVIDA,Mendoza,DA 448-09,jul-16
2016_10884,15551.64,15940.43,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Formosa,DA 448-09,jul-16
2016_10465,67950.04,69648.79,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,11055,SA THE BUENOS AIRES HERALD LTD,BUENOS AIRES HERALD,Capital Federal,DTO 852-14,jul-16
2016_09573,29242.40,29973.46,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Formosa,DA 448-09,jul-16
2016_09215,5000.00,6050.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Web,15382,MUNOZ NICOLAS MATIAS,PERIODICOLACOMUNA.COM.AR,Rio Negro,DA 448-09,jul-16
2016_07565,10000.00,10000.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,17429,IVANKOVIC JUAN VICTORIO FELIX,REV.PRODUCCION AGROINDUSTRIAL D.,Capital Federal,DA 448-09,jul-16
2016_09678,113750.00,137637.50,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Via Publica,15293,CERCO PUBLICIDAD S.A.,SEXTUPLES,,DA 448-09,jul-16
2016_08756,156638.00,189531.98,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8,Buenos Aires,DA 562-10,jul-16
2016_10598,8625.00,8840.63,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,13793,TALLERES EL TUNEL S.A.,LA VOZ,Chaco,DA 448-09,jul-16
2016_08718,36000.00,36900.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,13793,TALLERES EL TUNEL S.A.,LA VOZ,Chaco,DA 448-09,jul-16
2016_09805,4892.94,4892.94,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Radio,14828,CARBONE MARIANO JOSE,RADIO GUALEGUAY,Entre Rios,DA 448-09,jul-16
2016_08701,17992.00,21770.32,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,14781,MAP LEADING S.R.L.,CANAL 7,Chubut,DA 562-10,jul-16
2016_09360,5000.00,6050.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Radio,15024,DOTI FERNANDO JOSE,FM 93.9 RADIO PALERMO,Capital Federal,DA 562-10,jul-16
2016_10964,11188.64,12363.45,Presidencia de la Nacion,Legales Julio 2016,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_12283,100000.00,121000.00,Ministerio de Educacion,Campaña Cuidados de Invierno - Ministerio de Salud,Web,17822,IMS ARGENTINA S.R.L.,TWITTER,Capital Federal,DA 448-09,jul-16
2016_12284,100000.00,121000.00,Ministerio de Educacion,Campaña Cuidados de Invierno - Ministerio de Salud,Web,17822,IMS ARGENTINA S.R.L.,SPOTIFY,Capital Federal,DA 448-09,jul-16
2016_12287,293833.79,355538.89,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Redes,17104,GOOGLE ARGENTINA S.R.L.,WWW.GOOGLE.COM.AR,Capital Federal,DA 448-09,jul-16
2016_08977,138445.45,167518.99,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8,Buenos Aires,DA 448-09,jul-16
2016_09445,57800.00,69938.00,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8,Buenos Aires,DA 562-10,jul-16
2016_09449,64302.50,77806.03,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 13,Santa Fe,DA 562-10,jul-16
2016_08696,192474.00,232893.54,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 13,Santa Fe,DA 562-10,jul-16
2016_08976,118598.39,143504.05,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 9,Buenos Aires,DA 448-09,jul-16
2016_08539,9103.50,11015.24,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 5 ROSARIO,Santa Fe,DA 448-09,jul-16
2016_08707,156060.00,188832.60,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8 CORDOBA,Cordoba,DA 562-10,jul-16
2016_09430,65025.00,78680.25,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8 CORDOBA,Cordoba,DA 562-10,jul-16
2016_09004,512151.35,619703.13,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 7,Neuquen,DA 448-09,jul-16
2016_08693,216461.00,261917.81,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 7,Neuquen,DA 562-10,jul-16
2016_08565,23441.51,28364.23,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 7,Neuquen,DA 448-09,jul-16
2016_09435,76946.25,93104.96,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 7,Neuquen,DA 562-10,jul-16
2016_10537,245800.00,297418.00,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Via Publica,15840,LATIN AMERICAN COMMUNICAT. S.A,PPL,,DA 448-09,jul-16
2016_09482,10000.00,12100.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,11355,LUIS BELDI PRODUCCIONES S.A.,FM 95.5 CONCEPTO,Capital Federal,DA 562-10,jul-16
2016_09325,10000.00,12100.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Radio,11355,LUIS BELDI PRODUCCIONES S.A.,FM 95.5 CONCEPTO,Capital Federal,DA 562-10,jul-16
2016_10001,6552.00,6552.00,Banco de la Nacion Argentina,Bna - Campaña la Rural,Radio,18083,MEZZA LUIS GUILLERMO,FM 106.3,Cordoba,DA 562-10,jul-16
2016_08341,11900.00,11900.00,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Radio,18083,MEZZA LUIS GUILLERMO,FM 101.7 GAMBA RIO IV,Cordoba,DA 562-10,jul-16
2016_10224,2592.00,2592.00,Banco de la Nacion Argentina,Campaña Creditos Para Autos - Banco de la Nacion Argentina,Radio,18083,MEZZA LUIS GUILLERMO,FM 106.3,Cordoba,DA 562-10,jul-16
2016_09929,20000.00,24200.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Web,14318,PRODUCCIONES URBANAS S.R.L.,WWW.NOTICIASURBANAS.COM.AR,Capital Federal,DA 448-09,jul-16
2016_08226,7000.00,7000.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,14828,CARBONE MARIANO JOSE,RADIO GUALEGUAY,Entre Rios,DA 562-10,jul-16
2016_10009,2171.99,2171.99,Banco de la Nacion Argentina,Bna - Campaña la Rural,Radio,14828,CARBONE MARIANO JOSE,RADIO GUALEGUAY,Entre Rios,DA 562-10,jul-16
2016_09986,2184.00,2642.64,Banco de la Nacion Argentina,Bna - Campaña la Rural,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,DA 562-10,jul-16
2016_09607,104000.00,125840.00,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Tv,11160,TELEARTE S.A.,CANAL 9,Capital Federal,DA 448-09,jul-16
2016_10127,333079.73,403026.47,Presidencia de la Nacion,Campaña Super 4 - Presidencia de la Nacion,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 8 CORDOBA,Cordoba,DA 448-09,jul-16
2016_10527,16482.57,19943.91,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_09480,10000.00,12100.00,Banco de la Nacion Argentina,Campaña Institucional,Web,18122,IDENTIDAD DIGITAL S.R.L.,ENERGIA360.WEB,Buenos Aires,DA 562-10,jul-16
2016_08219,10000.00,12100.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,16591,GUARINO JULIAN,FM 97.9 RADIO CULTURA,Capital Federal,DA 562-10,jul-16
2016_09551,23072.40,27917.60,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Cable,15295,GRAN TV SA.,DISCOVERY HOME & HEALTH,Capital Federal,DA 448-09,jul-16
2016_08959,29727.90,35970.76,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Cable,15295,GRAN TV SA.,DISCOVERY HOME & HEALTH,Capital Federal,DA 448-09,jul-16
2016_09172,483808.34,585408.09,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,15909,PRAXIS S.R.L.,CANAL 3,Buenos Aires,DA 448-09,jul-16
2016_08863,5000.00,6050.00,Cent.- Sec. de Cultura,Campaña Agenda Cultural - Ministerio de Cultura,Web,17528,COLECTIVO EDITORIAL CRISIS A.C,WWW.PUROCHAMUYO.COM,Capital Federal,DA 448-09,jul-16
2016_09842,74609.10,90277.01,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,15909,PRAXIS S.R.L.,CADENA 9,Buenos Aires,DA 448-09,jul-16
2016_09171,486962.33,589224.42,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Radio,15909,PRAXIS S.R.L.,CADENA 9,Buenos Aires,DA 448-09,jul-16
2016_09005,200155.80,242188.52,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11158,PRODUCTORES INDEP. ASOC. S.A.,CANAL 9,Entre Rios,DTO 852-14,jul-16
2016_08208,15000.00,18150.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,15360,C Y M PUBLICIDAD SRL.,AM 1030 RADIO DEL PLATA,Capital Federal,DA 562-10,jul-16
2016_10237,66279.60,67936.59,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Grafica,11799,DIARIOS BONAERENSES S.A.,LA PALABRA,Buenos Aires,DA 562-10,jul-16
2016_09755,5500.00,5637.50,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,18367,NUEVA EDITORIAL S.R.L.,REVISTA CAMBIO,Santiago del Estero,DTO 852-14,jul-16
2016_06887,9000.00,9225.00,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,16422,LUDACAR S.R.L.,TELECOTEL NUESTRA REVISTA,Capital Federal,DTO 852-14,jul-16
2016_08242,15000.00,18150.00,Banco de la Nacion Argentina,Campaña Institucional,Cable,17465,CONECTIMAX S.A.,CANAL 26,Capital Federal,DA 562-10,jul-16
2016_08867,5000.00,5000.00,Cent.- Sec. de Cultura,Campaña Agenda Cultural - Ministerio de Cultura,Web,18279,MARCOGLIESE RODRIGO FERNANDO,WWW.GACETADEVERSAILLES.COM.AR,Capital Federal,DA 448-09,jul-16
2016_08727,12622.50,12938.06,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,14531,EDITORIAL FAMATINA S.A.,NUEVA RIOJA,La Rioja,DA 448-09,jul-16
2016_08132,122783.46,125853.05,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,11055,SA THE BUENOS AIRES HERALD LTD,BUENOS AIRES HERALD,Capital Federal,DTO 852-14,jul-16
2016_08760,72209.80,74015.05,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,11427,EDITORA CORRENTINA S.A.,EPOCA,Corrientes,DA 448-09,jul-16
2016_10201,5905.12,7145.20,Ministerio del Interior y Transporte,Legales Julio 2016,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Buenos Aires,DTO 1145-09,jul-16
2016_09792,4515.63,4628.52,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Grafica,14531,EDITORIAL FAMATINA S.A.,NUEVA RIOJA,La Rioja,DA 448-09,jul-16
2016_08076,135749.25,164256.59,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,11246,EDITORIAL PERFIL S.A.,CARAS,Capital Federal,DA 448-09,jul-16
2016_09510,5000.00,5000.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Web,18053,GIORGENELLO ILEANA KARINA,WWW.ABCMUNDIAL.COM,Capital Federal,DA 562-10,jul-16
2016_08236,15000.00,15000.00,Banco de la Nacion Argentina,Campaña Institucional,Cable,15861,MARONNA LISANDRO JOSE,CABLE HOGAR,Santa Fe,DA 562-10,jul-16
2016_09508,5000.00,5000.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Web,18066,LEONETTI ROBERTO JUAN,CONTROLDETRANSITO.COM.AR,Capital Federal,DA 562-10,jul-16
2016_09371,5000.00,5000.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Radio,15437,SVERDLICK LAURA MIRIAM,AM 1220 ECO MEDIOS - CADENA ECO,Capital Federal,DA 562-10,jul-16
2016_08491,2709.00,3277.89,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,VOLVER,Capital Federal,DA 448-09,jul-16
2016_09470,5000.00,6050.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Cable,15879,LUTZKY MONICA BEATRIZ,METRO,Capital Federal,DA 562-10,jul-16
2016_10458,40382.30,48862.58,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_10267,40382.30,44622.44,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_10204,5905.12,7145.20,Ministerio del Interior y Transporte,Legales Julio 2016,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,jul-16
2016_10203,5905.12,7145.20,Ministerio del Interior y Transporte,Legales Julio 2016,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Buenos Aires,DTO 1145-09,jul-16
2016_09422,132300.00,160083.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Web,11182,AMERICA TV S.A.,AMERICA TV,Capital Federal,DA 448-09,jul-16
2016_09538,2008987.50,2430874.88,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Tv,11160,TELEARTE S.A.,CANAL 9,Capital Federal,DA 448-09,jul-16
2016_12014,29166.00,35290.86,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Via Publica,18209,VIA WALL S.A.,ESPECTACULARES,,DA 448-09,jul-16
2016_09978,8008.00,8008.00,Banco de la Nacion Argentina,Bna - Campaña la Rural,Radio,11433,LA VOZ DE SAN NICOLAS S.A.,AM 1430 LT 24,Buenos Aires,DA 562-10,jul-16
2016_11994,100000.00,121000.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Via Publica,18209,VIA WALL S.A.,BACKLIGHTS,,DA 448-09,jul-16
2016_08751,69768.00,71512.20,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,13690,LA VERDAD S.R.L.,NOTICIAS DE LA CALLE,Misiones,DA 448-09,jul-16
2016_09460,8750.00,10587.50,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Cable,11814,VOCACION S.R.L.,CANAL 26,Capital Federal,DA 562-10,jul-16
2016_09320,8000.00,9680.00,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Campaña Institucional Ahorro del Agua - Aysa,Radio,15755,DOSMILUNO S.R.L.,FM PALERMO,Capital Federal,DA 562-10,jul-16
2016_07587,14000.00,14000.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,17980,GIMENEZ DIEGO NICOLAS,BOCA A BOCA,Entre Rios,DA 448-09,jul-16
2016_07865,35156.25,42539.06,Ministerio de Salud,Campaña Cuidados de Invierno - Ministerio de Salud,Tv,16578,RADIO Y TELEVISION ARGENT. SE,CANAL 7 TV PUBLICA,Capital Federal,DA 448-09,jul-16
2016_10193,30000.00,30000.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Via Publica,18568,FERNANDEZ MELINA,FRONTLIGHT,,DA 448-09,jul-16
2016_08223,15000.00,15000.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,16901,ARANDA CARLOS GUILLERMO,AM 1030 RADIO DEL PLATA,Capital Federal,DA 562-10,jul-16
2016_09477,7000.00,8470.00,Banco de la Nacion Argentina,Campaña Institucional,Cable,14023,GUARINO ALFREDO HORACIO,CANAL RURAL,Capital Federal,DA 562-10,jul-16
2016_09489,10000.00,12100.00,Banco de la Nacion Argentina,Campaña Institucional,Radio,18122,IDENTIDAD DIGITAL S.R.L.,AM 950 RADIO BELGRANO,Capital Federal,DA 562-10,jul-16
